"CASEID","POINT_X","POINT_Y","YEAR_","LOCATION","CHPTYPE","DAYWEEK","CRASHSEV","VIOLCAT","KILLED","INJURED","WEATHER1","PEDCOL","BICCOL","MCCOL","TRUCKCOL","ETOH","TIMECAT","MONTH_","CRASHTYP","INVOLVE","PED","PRIMARYRD","SECONDRD","DISTANCE","DIRECT","INTERSECT_","PROCDATE","JURIS","DATE_","TIME_","BADGE","JURIDIST","SHIFT","POP","SPECIAL","BEATTYPE","LAPDDIV","BEATCLAS","BEATNUMB","WEATHER2","STATEHW","CALTRANC","CALTRAND","STROUTE","ROUTESUF","POSTPRE","POSTMILE","LOCATYPE","RAMP","SIDEHW","TOWAWAY","PARTIES","PCF","VIOLCODE","VIOL","VIOLSUB","HITRUN","ROADSURF","RDCOND1","RDCOND2","LIGHTING","RIGHTWAY","CHPRDTYP","NOTPRIV","STFAULT","CHPFAULT","SEVINJ","OTHERINJ","COP","PEDKILL","PEDINJ","BICKILL","BICINJ","MCKILL","MCINJURE","RAMP1","RAMP2","CITY","COUNTY","STATE","X_CHP","Y_CHP"
"3108312",-122.266703153,37.8768768311,2007,"0103","0","4","4","09",0,1,"A",,"Y",,,,2400,2,"D","G","A","OXFORD","VIRGINIA ST",0,,"Y","2007-06-26",103,"2007-02-15",2112,"140","24","5","6","0","0",,"0","002","-","N",,0,0,,,0,,,,"N",2,"A","-",21802,"A","N","A","H","-","C","A","0","Y","A",,0,0,1,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3128236",-122.302703614,37.862370198,2007,"0103","1","1","4","04",0,1,"B",,,,,,900,3,"C","C","A","RT 80","UNIVERSITY AV",1580,"W","N","2007-08-15",9370,"2007-03-26",650,"01052",,"1","6","0","1",,"2","081","-","Y","ALA",4,80,"-","-",5.54,"H","-","W","Y",3,"A","-",21703,,"N","A","H","-","B","D","6","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3128328",-122.299096774,37.849062669,2007,"0103","1","5","4","03",0,1,"A",,,,"Y",,900,3,"C","C","A","RT 80","ASHBY AV E",120,"E","N","2007-08-23",9370,"2007-03-16",825,"01097",,"1","6","0","1",,"2","081","-","Y","ALA",4,80,"-","-",4.6,"H","-","W","Y",4,"A","-",22350,,"N","A","H","-","A","D","6","Y","A","07",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3172110",-122.303378051,37.864919325,2007,"0103","1","2","4","03",0,2,"A",,,,,,1800,4,"C","A","A","RT 80","UNIVERSITY AV",528,"W","N","2007-09-06",9370,"2007-04-10",1705,"14464",,"2","6","0","1",,"2","081","-","Y","ALA",4,80,"-","-",5.74,"H","-","W","Y",4,"A","-",22350,,"N","A","H","-","A","D","6","Y","D","22",0,0,2,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3185480",-122.265673151,37.8660469055,2007,"0103","0","1","3","00",0,1,"A","Y",,,,,1200,4,"E","B","F","CHANNING ST","FULTON ST",0,,"Y","2007-09-06",103,"2007-04-30",925,"112","29","5","6","0","0",,"0","005","-","N",,0,0,,,0,,,,"N",2,"D","-",0,,"N","A","H","-","A","A","0","Y","-","-",0,1,0,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3185484",-122.273023153,37.8716239929,2007,"0103","0","1","4","09",0,2,"A",,,"Y",,,2400,4,"D","C","A","UNIVERSITY AV","MARTIN LUTHER KING JR WY",0,,"Y","2007-09-12",103,"2007-04-30",2121,"144","24","5","6","0","0",,"0","004","-","N",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","A","H","-","C","A","0","Y","A","01",0,0,2,0,0,0,0,0,2,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3185512",-122.274333154,37.8832359314,2007,"0103","0","7","4","10",0,1,"A","Y",,,,,300,4,"G","B","B","MARTIN LUTHER KING JR WY","BERRYMAN ST",0,,"Y","2007-09-06",103,"2007-04-29",16,"159","18","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"N",2,"A","-",21950,"A","N","A","H","-","C","A","0","Y","-","-",0,0,1,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3185516",-122.275015587,37.8854866028,2007,"0103","0","7","4","03",0,1,"A",,,,,,1500,4,"C","C","A","THE ALAMEDA","HOPKINS ST",29,"N","N","2007-09-17",103,"2007-04-29",1340,"157","13","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"F","A","H","-","A","A","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3185520",-122.27157315,37.8486938477,2007,"0103","0","6","4","09",0,3,"A",,,,,,2100,4,"D","C","A","ALCATRAZ AV","ADELINE  ST",0,,"Y","2007-09-06",103,"2007-04-28",1837,"151","39","5","6","0","0",,"0","010","-","N",,0,0,,,0,,,,"Y",2,"A","-",21800,"D","N","A","H","-","A","B","0","Y","A","01",0,0,3,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3185522",-122.287373154,37.8613739014,2007,"0103","0","6","4","09",0,1,"C",,,,,,2100,4,"D","C","A","DWIGHT WY","MATTHEWS ST",0,,"Y","2007-09-06",103,"2007-04-21",1918,"67","3111","5","6","0","0",,"0","014","-","N",,0,0,,,0,,,,"Y",2,"A","-",21802,"A","N","B","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3185525",-122.291217073,37.850964204,2007,"0103","0","6","4","08",0,1,"A",,,,,,1200,4,"D","C","A","RT 13","7TH ST",250,"W","N","2007-09-19",103,"2007-04-28",914,"76","20","5","6","0","0",,"0","015","-","Y","ALA",4,13,"-","-",13.49,"H","-","S","Y",2,"A","-",22107,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3185533",-122.271893152,37.8615531921,2007,"0103","0","6","3","09",0,1,"A",,,,,,1500,4,"D","D","A","MARTIN LUTHER KING JR WY","PARKER ST",0,,"Y","2007-09-06",103,"2007-04-28",1316,"160","35","5","6","0","0",,"0","005","-","N",,0,0,,,0,,,,"Y",2,"A","-",21802,"A","N","A","H","-","A","A","0","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3185537",-122.281832859,37.8674812317,2007,"0103","0","4","4","03",0,1,"A",,,,,,1800,4,"C","C","A","SACRAMENTO ST","ALLSTON WY",35,"N","N","2007-09-06",103,"2007-04-26",1619,"67","31","5","6","0","0",,"0","014","-","N",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3185545",-122.26695315,37.8585166931,2007,"0103","0","5","3","09",0,2,"A",,,,,,1200,4,"D","C","A","SHATTUCK AV","STUART ST",0,,"Y","2007-09-06",103,"2007-04-27",930,"126","35","5","6","0","0",,"0","010","-","N",,0,0,,,0,,,,"Y",2,"A","-",21802,"A","N","A","H","-","A","A","0","Y","A","01",0,1,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3185546",-122.294331883,37.875866561,2007,"0103","0","6","3","17",0,1,"C","Y",,,,,1500,4,"B","B","E","RT 123","CEDAR ST",199,"N","N","2007-09-12",103,"2007-04-21",1453,"121","20","5","6","0","0",,"0","017","-","Y","ALA",4,123,"-","-",3.64,"H","-","N","Y",3,"A","-",22517,,"N","B","H","-","A","D","0","Y","N","60",0,1,0,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3185549",-122.281643153,37.8658065796,2007,"0103","0","5","4","09",0,2,"A",,,,,,1200,4,"D","C","A","SACRAMENTO","BANCROFT",0,,"Y","2007-09-06",103,"2007-04-27",1113,"157","31","5","6","0","0",,"0","005","-","N",,0,0,,,0,,,,"Y",2,"A","-",21802,"A","N","A","H","-","A","A","0","Y","-","-",0,0,2,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3185565",-122.267393151,37.8630561829,2007,"0103","0","4","4","09",0,1,"A",,,,,,1200,4,"D","C","A","BLAKE ST","SHATTUCK AV",0,,"Y","2007-09-06",103,"2007-04-26",1100,"112","35","5","6","0","0",,"0","005","-","N",,0,0,,,0,,,,"Y",2,"A","-",21802,"B","N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3185581",-122.265503151,37.865146637,2007,"0103","0","1","4","12",0,1,"A",,,,,,2100,4,"D","C","A","HASTE ST","FULTON ST",0,,"Y","2007-09-06",103,"2007-04-23",2018,"130","28","5","6","0","0",,"0","006","-","N",,0,0,,,0,,,,"Y",3,"A","-",21453,"A","N","A","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3190211",-122.272662595,37.8688087463,2007,"0103","0","1","4","03",0,1,"A",,,,,,1200,4,"C","C","A","ALLSTON WY","M L KING JR WY",6,"E","N","2007-09-17",103,"2007-04-16",1051,"143","30","5","6","0","0",,"0","004","-","N",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3190352",-122.283853153,37.8618354797,2007,"0103","0","2","4","01",0,1,"A",,,,,"Y",300,4,"C","E","A","DWIGHT WY","VALLEY ST",0,,"Y","2007-09-07",103,"2007-04-17",155,"8","33","5","6","0","0",,"0","014","-","N",,0,0,,,0,,,,"Y",3,"A","-",23152,"A","N","A","H","-","C","D","0","Y","A",,0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3190383",-122.259943149,37.8544464111,2007,"0103","0","5","4","03",0,3,"B",,,,,,1500,4,"C","C","A","TELEGRAPH AV","DOWLING PL",0,,"Y","2007-09-07",103,"2007-04-20",1427,"154","39","5","6","0","0",,"0","009","-","N",,0,0,,,0,,,,"N",3,"A","-",22350,,"F","A","H","-","A","D","0","Y","A","01",0,0,3,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3193195",-122.284017859,37.8618202209,2007,"0103","0","6","4","03",0,1,"B",,,,,,1500,4,"C","C","A","DWIGHT WY","VALLEY ST",48,"W","N","2007-09-11",103,"2007-04-14",1215,"141","33","5","6","0","0",,"0","014","-","N",,0,0,,,0,,,,"N",3,"A","-",22350,,"N","B","H","-","A","D","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3193475",-122.307891968,37.881351491,2007,"0103","1","4","4","03",0,1,"A",,,,,,1500,4,"C","C","A","RT 80","GILMAN ST",1515,"E","N","2007-12-07",9370,"2007-04-26",1340,"01396",,"1","6","0","1",,"2","081","-","Y","ALA",4,80,"-","R",6.97,"H","-","E","Y",2,"A","-",22350,,"N","A","H","-","A","D","6","Y","A","08",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3194593",-122.26829964,37.8521080017,2007,"0103","0","4","2","14",0,1,"A",,"Y",,,,900,3,"D","G","A","WOOLSEY ST","TREMONT AV",78,"W","N","2007-08-09",103,"2007-03-29",633,"122","39","5","6","0","0",,"0","010","-","N",,0,0,,,0,,,,"N",2,"A","-",21201,"D","N","A","H","-","C","D","0","Y","A","01",1,0,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3194814",-122.289548915,37.8558959961,2007,"0103","0","5","3","03",0,1,"A",,"Y",,,,1200,4,"H","A","A","GRAYSON ST","10TH ST",100,"W","N","2007-09-10",103,"2007-04-13",1033,"57","20","5","6","0","0",,"0","015","-","N",,0,0,,,0,,,,"N",1,"A","-",22350,,"N","A","H","-","A","D","0","Y","L",,0,1,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3194846",-122.290771292,37.851143749,2007,"0103","0","3","4","03",0,1,"A",,,,,,1800,4,"C","C","A","RT 13","7TH ST",0,,"Y","2007-09-19",103,"2007-04-11",1609,"8","20","5","6","0","0",,"0","015","-","Y","ALA",4,13,"-","-",13.45,"H","-","S","N",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","J","41",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3194850",-122.294150733,37.87531821,2007,"0103","0","3","4","08",0,1,"C",,,,,,900,4,"D","C","A","RT 123","CEDAR ST",0,,"Y","2007-09-18",103,"2007-04-11",839,"143","17","5","6","0","0",,"0","021","-","Y","ALA",4,123,"-","-",3.6,"I","5","N","Y",3,"A","-",22107,,"N","B","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3194870",-122.289709219,37.861128138,2007,"0103","0","4","4","03",0,2,"A",,,,,,1500,4,"C","C","A","RT 123","DWIGHT WY",33,"N","N","2007-09-18",103,"2007-04-12",1255,"70","32","5","6","0","0",,"0","015","-","Y","ALA",4,123,"-","-",2.58,"H","-","S","Y",3,"A","-",22350,,"F","A","H","-","A","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3194874",-122.240831237,37.856448164,2007,"0103","0","4","3","03",0,1,"A",,,,,,1800,4,"A","I","A","RT 13","OAKRIDGE RD",134,"E","N","2007-09-19",103,"2007-04-12",1602,"160","38","5","6","0","0",,"0","008","-","Y","ALA",4,13,"-","-",10.51,"H","-","S","Y",1,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3194898",-122.270803153,37.8719139099,2007,"0103","0","2","4","03",0,1,"A",,,,,,1200,4,"C","C","A","MILVIA ST","UNIVERSITY AV",0,,"Y","2007-09-12",103,"2007-04-10",1156,"12",,"5","6","0","0",,"0","004","-","N",,0,0,,,0,,,,"N",3,"A","-",22350,,"N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3194905",-122.253213413,37.8584747314,2007,"0103","0","6","3","10",0,1,"A","Y",,,,,1500,4,"G","B","B","RUSSELL ST","COLLEGE AV",3,"S","N","2007-09-06",103,"2007-04-07",1248,"154","36","5","6","0","0",,"0","009","-","N",,0,0,,,0,,,,"N",2,"A","-",21950,"A","N","A","H","-","A","A","0","Y","A","01",0,1,0,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3194925",-122.271087145,37.8625831604,2007,"0103","0","7","4","11",0,1,"A","Y",,,,,1800,4,"G","B","D","BLAKE ST","MARTIN LUTHER KING JR WY",265,"E","N","2007-09-06",103,"2007-04-08",1514,"157","35","5","6","0","0",,"0","005","-","N",,0,0,,,0,,,,"N",2,"A","-",21950,"B","N","A","H","-","A","A","0","Y","N","60",0,0,1,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3194931",-122.294614516,37.8686561584,2007,"0103","0","5","4","03",0,1,"A",,,,,,1500,4,"C","C","A","UNIVERSITY AV","9TH ST",45,"W","N","2007-12-04",103,"2007-04-13",1412,"57","22","5","6","0","0",,"0","016","-","N",,0,0,,,0,,,,"N",4,"A","-",22350,,"N","A","H","-","A","D","0","Y","A",,0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3194937",-122.276413155,37.8880462646,2007,"0103","0","7","4","12",0,1,"A",,,,,,2100,4,"B","C","A","THE ALAMEDA","MONTEREY AV",0,,"Y","2007-09-06",103,"2007-04-08",2024,"42","13","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3194941",-122.286510184,37.852179867,2007,"0103","0","1","3","10",0,1,"A","Y",,,,,900,4,"G","B","D","RT 13","ASHBY AV",19,"S","N","2007-09-17",103,"2007-04-09",603,"111","33","5","6","0","0",,"0","013","-","Y","ALA",4,13,"-","-",13.17,"H","-","N","N",2,"A","-",21954,"B","N","A","H","-","B","D","0","Y","A","01",0,1,0,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3194953",-122.265993152,37.8705635071,2007,"0103","0","2","4","03",0,1,"A",,,,,,1200,4,"C","C","A","OXFORD ST","CENTER ST",0,,"Y","2007-09-06",103,"2007-04-10",937,"9","29","5","6","0","0",,"0","004","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3194957",-122.279373771,37.853257629,2007,"0103","0","2","4","03",0,1,"A","Y",,,,,1200,4,"C","C","D","SACRAMENTO ST","RT 13",100,"N","N","2007-09-17",103,"2007-04-10",1148,"98","33","5","6","0","0",,"0","012","-","Y","ALA",4,13,"-","-",12.76,"I","6","S","N",4,"A","-",22350,,"F","A","H","-","A","D","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3197208",-122.304597859,37.868761459,2007,"0103","1","7","3","07",0,1,"A",,,,,,900,5,"B","C","A","RT 80","UNIVERSITY AV",1056,"E","N","2007-09-25",9370,"2007-05-06",635,"18318",,"1","6","0","1",,"2","081","-","Y","ALA",4,80,"-","-",6.04,"H","-","W","Y",3,"A","-",21658,"A","F","A","H","-","A","D","6","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3200944",0,0,2007,"0103","0","4","3","17",0,1,"A",,"Y",,,,1500,3,"H","G","A","GILMAN ST","DERALTA",45,"W","N","2007-08-07",103,"2007-03-15",1452,"121","19","5","6","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",2,"A","-",22517,,"N","A","H","-","A","D","0","Y","A","07",0,1,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3200952",-122.260014263,37.8551712036,2007,"0103","0","3","4","11",0,1,"A","Y",,,,,1800,3,"G","B","F","WEBSTER ST","TELEGRAPH AV",44,"W","N","2007-08-07",103,"2007-03-28",1705,"92","39","5","6","0","0",,"0","009","-","N",,0,0,,,0,,,,"N",2,"A","-",21950,"B","N","A","H","-","A","A","0","Y","N","60",0,0,1,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3200956",-122.281982631,37.8694267273,2007,"0103","0","1","3","09",0,1,"C",,"Y",,,,1800,3,"G","G","A","SACRAMENTO ST","ADDISON ST",3,"S","N","2007-08-07",103,"2007-03-26",1554,"117","31","5","6","0","0",,"0","014","-","N",,0,0,,,0,,,,"N",2,"A","-",21802,,"N","B","H","-","A","A","0","Y","L","04",0,1,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3200960",0,0,2007,"0103","0","3","3","09",0,1,"A",,"Y",,,,1200,3,"D","G","A","TACOMA AV","SANTA ROSA AV",0,,"Y","2007-08-07",103,"2007-03-28",904,"126","13","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"N",2,"A","-",21800,"B","N","A","H","-","A","A","0","Y","L","04",0,1,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3201163",-122.273023153,37.8716239929,2007,"0103","0","2","4","08",0,1,"A",,,,"Y",,1500,3,"B","C","A","UNIVERSITY AV","MARTIN LUTHER KING JR WY",0,,"Y","2008-01-02",103,"2007-03-20",1320,"112","43","5","6","0","0",,"0","003","-","N",,0,0,,,0,,,,"N",2,"A","-",22100,"A","N","-","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3201199",-122.266330237,37.873500824,2007,"0103","0","4","4","08",0,1,"B",,"Y",,,,1800,4,"C","G","A","OXFORD ST","BERKELEY WY",50,"N","N","2008-01-02",103,"2007-04-19",1659,"53","24","5","6","0","0",,"0","003","-","N",,0,0,,,0,,,,"N",2,"A","-",22107,,"N","A","H","-","A","D","0","Y","A","08",0,0,1,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3201604",-122.308080685,37.88240543,2007,"0103","1","4","4","08",0,1,"A",,,"Y",,,1500,4,"E","I","A","RT 80","GILMAN ST",950,"E","N","2007-09-12",9370,"2007-04-26",1341,"01396",,"1","6","0","1",,"2","081","-","Y","ALA",4,80,"-","-",6.86,"H","-","E","Y",2,"A","-",22107,,"N","A","H","-","A","D","6","Y","A","01",0,0,1,0,0,0,0,0,1,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3201608",-122.299999777,37.852716356,2007,"0103","1","2","3","03",0,3,"A",,,,,,900,4,"C","C","A","RT 80","ASHBY AV",1080,"E","N","2007-09-12",9370,"2007-04-24",835,"01052",,"1","6","0","1",,"2","081","-","Y","ALA",4,80,"-","-",4.78,"H","-","W","Y",3,"A","-",22350,,"N","A","H","-","A","D","6","Y","D","22",0,1,2,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3202452",-122.302993321,37.864737231,2007,"0103","1","4","2","03",0,1,"A",,,"Y",,,2400,5,"C","C","A","RT 80","UNIVERSITY AV",131,"W","N","2007-12-11",9370,"2007-05-10",2350,"18316",,"3","6","0","1",,"2","081","-","Y","ALA",4,80,"-","-",5.748,"R","2","E","Y",2,"A","-",22350,,"F","A","H","-","C","D","6","Y","C","02",1,0,0,0,0,0,0,0,1,"T","-","BERKELEY","ALAMEDA","CA",0,0
"3202486",-122.298223267,37.845237245,2007,"0103","1","3","4","07",0,1,"A",,,,,,2400,5,"D","C","A","RT 80","ASHBY AV",100,"W","N","2007-10-04",9370,"2007-05-16",2115,"01761",,"2","6","0","1",,"2","081","-","Y","ALA",4,80,"-","-",4.42,"H","-","W","Y",2,"A","-",21658,"A","N","A","H","-","D","D","6","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3202522",-122.297478768,37.841907586,2007,"0103","1","4","4","03",0,1,"A",,,,,,2400,5,"C","C","A","RT 80","POWELL ST",1056,"E","N","2007-10-05",9370,"2007-05-17",2234,"01798",,"3","6","0","1",,"2","008","-","Y","ALA",4,80,"-","-",4.04,"H","-","W","N",2,"A","-",22350,,"N","A","H","-","D","D","6","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3202537",-122.299493155,37.850745002,2007,"0103","1","5","4","03",0,2,"A",,,,,,1500,5,"C","C","A","RT 80","ASHBY AV",528,"E","N","2007-10-04",9370,"2007-05-18",1330,"01819",,"1","6","0","1",,"2","081","-","Y","ALA",4,80,"-","-",4.68,"H","-","W","Y",2,"A","-",22350,,"N","A","H","-","A","D","6","Y","A","08",0,0,2,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3202572",-122.299154598,37.849272919,2007,"0103","1","3","4","03",0,1,"A",,,,,,1800,5,"C","C","A","RT 80","ASHBY AV E",150,"E","N","2007-10-04",9370,"2007-05-16",1715,"01761",,"2","6","0","1",,"2","081","-","Y","ALA",4,80,"-","-",4.61,"H","-","W","N",2,"A","-",22350,,"F","A","H","-","A","D","6","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3203303",-122.267173151,37.8603363037,2007,"0103","0","3","4","07",0,1,"A",,,,,,2400,5,"B","C","A","SHATTUCK AV","DERBY AV",0,,"Y","2007-12-31",103,"2007-05-02",2350,,,"5","6","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",21658,"A","N","A","H","-","C","D","0","Y","A","08",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3216433",-122.300210371,37.85347927,2007,"0103","1","4","4","04",0,1,"A",,,,,,1500,5,"C","C","A","RT 80","ASHBY AV",1364,"E","N","2007-10-15",9370,"2007-05-31",1355,"01396",,"1","6","0","1",,"2","081","-","Y","ALA",4,80,"-","-",4.84,"H","-","W","Y",3,"A","-",21703,,"N","A","H","-","A","D","6","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3216566",-122.308102483,37.880963869,2007,"0103","1","2","4","03",0,1,"B",,,,,,900,6,"C","C","A","RT 80","GILMAN ST",528,"E","N","2007-11-27",9370,"2007-06-05",715,"01097",,"1","6","0","1",,"2","081","-","Y","ALA",4,80,"-","-",6.78,"H","-","W","N",2,"A","-",22350,,"N","A","H","-","A","D","6","Y","A","07",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3218004",-122.298172672,37.845024938,2007,"0103","1","5","4","03",0,1,"A",,,,,,900,5,"C","C","A","RT 80","ASHBY AV",225,"W","N","2007-12-12",9370,"2007-05-25",850,"01097",,"1","6","0","1",,"2","081","-","Y","ALA",4,80,"-","-",4.41,"H","-","W","Y",4,"A","-",22350,,"N","A","H","-","A","D","6","Y","A","08",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3218520",-122.299333155,37.851125002,2007,"0103","1","5","2","08",0,1,"A",,,"Y",,,2100,5,"F","J","A","RT 80","RT 13",100,"E","N","2007-12-18",9370,"2007-05-18",1845,"01819",,"2","6","0","1",,"2","081","-","Y","ALA",4,80,"-","-",4.671,"R","2","E","Y",2,"A","-",22107,,"N","A","H","-","A","D","6","Y","C","02",1,0,0,0,0,0,0,0,1,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3224947",-122.304186984,37.867481669,2007,"0103","1","5","4","07",0,1,"A",,,,,,300,6,"C","C","A","RT 80","UNIVERSITY AV",528,"E","N","2007-11-19",9370,"2007-06-08",40,"18318",,"3","6","0","1",,"2","081","-","Y","ALA",4,80,"-","-",5.94,"H","-","W","Y",2,"A","-",21658,"A","N","A","H","-","D","D","6","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3232401",-122.293613482,37.873671611,2007,"0103","0","2","4","03",0,1,"A",,,,,,1200,5,"C","C","A","RT 123","VIRGINIA",70,"N","N","2007-11-02",103,"2007-05-08",1040,"9","20","5","6","0","0",,"0","017","-","Y","ALA",4,123,"-","-",3.48,"H","-","N","Y",2,"A","-",22350,,"N","A","H","-","A","-","0","Y","A",,0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3232406",-122.290548083,37.851233033,2007,"0103","0","3","4","03",0,1,"A",,,,,,1500,5,"C","C","A","RT 13","WEST FRONTAGE RD",500,"E","N","2007-11-02",103,"2007-05-02",1454,"101","0142","5","6","0","0",,"0","015","-","Y","ALA",4,13,"-","-",13.43,"H","-","S","Y",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"3232409",-122.26635315,37.8538246155,2007,"0103","0","5","4","03",0,1,"B",,,,,,2100,5,"C","C","A","SHATTUCK AV","ESSEX ST",0,,"Y","2007-10-17",103,"2007-05-04",1835,"20","39","5","6","0","0",,"0","010","-","N",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","A",,0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
