"CASEID","POINT_X","POINT_Y","YEAR_","LOCATION","CHPTYPE","DAYWEEK","CRASHSEV","VIOLCAT","KILLED","INJURED","WEATHER1","PEDCOL","BICCOL","MCCOL","TRUCKCOL","ETOH","TIMECAT","MONTH_","CRASHTYP","INVOLVE","PED","PRIMARYRD","SECONDRD","DISTANCE","DIRECT","INTERSECT_","PROCDATE","JURIS","DATE_","TIME_","BADGE","JURIDIST","SHIFT","POP","SPECIAL","BEATTYPE","LAPDDIV","BEATCLAS","BEATNUMB","WEATHER2","STATEHW","CALTRANC","CALTRAND","STROUTE","ROUTESUF","POSTPRE","POSTMILE","LOCATYPE","RAMP","SIDEHW","TOWAWAY","PARTIES","PCF","VIOLCODE","VIOL","VIOLSUB","HITRUN","ROADSURF","RDCOND1","RDCOND2","LIGHTING","RIGHTWAY","CHPRDTYP","NOTPRIV","STFAULT","CHPFAULT","SEVINJ","OTHERINJ","COP","PEDKILL","PEDINJ","BICKILL","BICINJ","MCKILL","MCINJURE","RAMP1","RAMP2","CITY","COUNTY","STATE","X_CHP","Y_CHP"
"5049159",-122.266978688,37.879326057,2010,"0103","0","7","3","08",0,2,"C",,,,,,2100,12,"D","C","A","OXFORD ST","CEDAR ST",238,"N","N","2011-12-06",103,"2010-12-05",1823,"93","17","5","6","0","0",,"0","002","-","N",,,0,,,0,,,,"N",2,"A","-",22107,,"N","B","H","-","C","A","0","Y","A","01",0,1,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049160",-122.271450389,37.857043643,2010,"0103","0","6","4","10",0,1,"A","Y",,,,,2100,12,"G","B","B","OREGON ST","MARTIN LUTHER KING JR WY",5,"W","N","2011-12-06",103,"2010-12-11",1815,"77","34","5","6","0","0",,"0","012","-","N",,,0,,,0,,,,"N",2,"A","-",21950,"A","F","A","H","-","C","D","0","Y","A","08",0,0,1,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049163",-122.301383158,37.879375004,2010,"0103","0","4","4","-",0,1,"B",,,,,,2400,12,"D","C","A","GILMAN ST","6TH ST",0,,"Y","2011-12-06",103,"2010-12-02",2127,"6","20","5","6","0","0",,"0","017","-","N",,,0,,,0,,,,"Y",2,"A","-",0,,"N","B","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049171",-122.265716504,37.866250933,2010,"0103","0","5","3","18",0,1,"A",,,,,,1500,12,"E","H","A","FULTON ST","CHANNING ST",76,"N","N","2011-12-06",103,"2010-12-03",1407,"37","29","5","6","0","0",,"0","005","-","N",,,0,,,0,,,,"N",1,"C","-",0,,"N","A","H","-","A","A","0","Y","-","-",0,1,0,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049172",-122.275768098,37.853698224,2010,"0103","0","4","4","03",0,1,"A",,,,,,1800,12,"C","C","A","ASHBY AV","KING ST",382,"W","N","2012-02-15",103,"2010-12-09",1525,"57","40","5","6","0","0",,"0","005","-","Y","ALA",4,13,"-","-",12.57,"H","-","N","N",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","D",,0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049175",-122.277209555,37.853513132,2010,"0103","0","5","4","10",0,1,"A","Y",,,,,2100,12,"G","B","B","RT 13","CALIFORNIA ST",6,"E","N","2012-01-19",103,"2010-12-03",1917,"77","34","5","6","0","0",,"0","012","-","Y","ALA",4,13,"-","-",12.65,"H","-","N","N",2,"A","-",21950,"A","N","A","H","-","C","A","0","Y","A","01",0,0,1,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049176",-122.293273157,37.880995004,2010,"0103","0","5","3","10",0,1,"C","Y",,,,,1800,12,"G","B","B","GILMAN ST","CORNELL AV",0,,"Y","2011-12-06",103,"2010-12-10",1708,"116","19","5","6","0","0",,"0","017","-","N",,,0,,,0,,,,"N",2,"A","-",21950,"A","N","B","H","-","C","D","0","Y","A","01",0,1,0,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049179",-122.26918315,37.857315004,2010,"0103","0","6","3","12",0,1,"B",,"Y",,,,900,12,"D","G","A","MILVIA ST","OREGON ST",0,,"Y","2011-12-06",103,"2010-12-04",824,"99","35","5","6","0","0",,"0","010","-","N",,,0,,,0,,,,"N",2,"A","-",22450,,"N","B","H","-","A","A","0","Y","L","04",0,1,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049184",-122.252953205,37.855868876,2010,"0103","0","6","4","17",0,1,"A",,"Y",,,,1500,12,"B","G","A","COLLEGE AV","WEBSTER ST",68,"S","N","2011-12-20",103,"2010-12-11",1245,"51","38","5","6","0","0",,"0","008","-","N",,,0,,,0,,,,"N",2,"A","-",22517,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049195",-122.277883151,37.847865003,2010,"0103","0","4","4","09",0,1,"C",,,,,,1800,12,"D","C","A","SACRAMENTO ST","ALCATRAZ AV",0,,"Y","2011-12-06",103,"2010-12-02",1557,"8","40","5","6","0","0",,"0","011","-","N",,,0,,,0,,,,"Y",2,"A","-",21801,"A","N","B","H","-","B","A","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049207",-122.27157315,37.848695003,2010,"0103","0","4","4","12",0,2,"A",,,,,,1200,12,"D","C","A","ADELINE ST","ALCATRAZ AV",0,,"Y","2011-12-16",103,"2010-12-02",955,"102","24","5","6","0","0",,"0","010","-","N",,,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","D","22",0,0,2,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049211",-122.268354181,37.871275236,2010,"0103","0","4","4","03",0,1,"B",,,,,,1800,12,"C","C","A","SHATTUCK AV","ADDISON ST",33,"N","N","2011-12-16",103,"2010-12-02",1534,"82","29","5","6","0","0",,"0","004","-","N",,,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049264",-122.272303152,37.865185005,2010,"0103","0","4","4","10",0,1,"B","Y",,,,"Y",1500,12,"G","B","B","CHANNING WY","MARTIN LUTHER KING JR WY",0,,"Y","2011-12-19",103,"2010-12-23",1453,"59","29","5","6","0","0",,"0","005","-","N",,,0,,,0,,,,"N",2,"A","-",21950,"A","N","B","H","-","A","D","0","Y","A","01",0,0,1,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049268",-122.263694677,37.86815349,2010,"0103","0","3","4","03",0,1,"B",,,,,,1500,12,"C","C","A","BANCROFT WY","ELLSWORTH ST",20,"E","N","2011-12-16",103,"2010-12-22",1223,"32","35","5","6","0","0",,"0","006","-","N",,,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049280",-122.299693158,37.874105004,2010,"0103","0","2","3","10",0,1,"C","Y",,,,"Y",2400,12,"G","B","B","6TH ST","CEDAR ST",0,,"Y","2011-12-15",103,"2010-12-21",2149,"124","21","5","6","0","0",,"0","017","-","N",,,0,,,0,,,,"N",2,"A","-",21950,"A","N","B","H","-","C","A","0","Y","A","01",0,1,0,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049281",-122.250375936,37.864187897,2010,"0103","0","4","4","10",0,1,"C","Y",,,,,2400,12,"G","B","D","WARRING ST","PARKER ST",12,"W","N","2011-12-29",103,"2010-12-16",2240,"69","37","5","6","0","0",,"0","008","-","N",,,0,,,0,,,,,2,"A","-",21950,"A","N","B","H","-","C","A","0","Y","A","01",0,0,1,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049289",-122.267473151,37.863955005,2010,"0103","0","4","4","10",0,1,"A","Y",,,,,1800,12,"G","B","B","SHATTUCK AV","DWIGHT WY",0,,"Y","2011-12-12",103,"2010-12-16",1759,"82","29","5","6","0","0",,"0","005","-","N",,,0,,,0,,,,"N",2,"A","-",21950,"A","N","A","H","-","C","A","0","Y","A","01",0,0,1,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049290",-122.291966068,37.868157282,2010,"0103","0","6","4","10",0,1,"A","Y",,,,,300,12,"A","B","B","ADDISON ST","SAN PABLO AV",5,"W","N","2011-12-12",103,"2010-12-25",128,"38","32","5","6","0","0",,"0","015","-","N",,,0,,,0,,,,"N",2,"A","-",21950,"A","F","A","H","-","C","A","0","Y","-","99",0,0,1,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049293",-122.245453148,37.859805007,2010,"0103","0","4","4","08",0,1,"A",,,"Y",,,1800,12,"D","C","A","CLAREMONT BL","AVALON AV",0,,"Y","2011-12-29",103,"2010-12-16",1735,"118","37","5","6","0","0",,"0","008","-","N",,,0,,,0,,,,"Y",2,"A","-",22100,"B","N","A","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049298",-122.259863149,37.855185005,2010,"0103","0","5","4","03",0,1,"B","Y","Y",,,"Y",1800,12,"G","B","B","TELEGRAPH AV","WEBSTER ST",0,,"N","2011-12-12",103,"2010-12-24",1528,"110","39","5","6","0","0",,"0","009","-","N",,,0,,,0,,,,"N",2,"A","-",22350,,"F","A","H","-","A","A","0","Y","L","04",0,0,1,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049301",-122.266093151,37.871455006,2010,"0103","0","1","3","10",0,1,"A","Y",,,,,2100,12,"G","B","B","OXFORD ST","ADDISON ST",0,,"Y","2011-12-12",103,"2010-12-13",1957,"55","36","5","6","0","0",,"0","009","-","N",,,0,,,0,,,,"N",2,"A","-",21950,"A","N","A","H","-","C","D","0","Y","A","01",0,1,0,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049307",-122.291953154,37.853485003,2010,"0103","0","2","4","09",0,1,"C",,"Y",,,,1800,12,"D","G","A","HEINZ AV","7TH ST",0,,"Y","2011-12-16",103,"2010-12-14",1712,"88","20","5","6","0","0",,"0","015","-","N",,,0,,,0,,,,"N",2,"A","-",21801,"A","N","B","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049309",-122.271833149,37.847495004,2010,"0103","0","3","4","03",0,1,"B",,,,,,1800,12,"C","C","A","MARTIN LUTHER KING JR WY","ADELINE ST",0,,"Y","2011-12-12",103,"2010-12-22",1541,"110","40","5","6","0","0",,"0","011","-","N",,,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049314",-122.258674573,37.863269933,2010,"0103","0","4","3","10",0,1,"A","Y",,,,,2100,12,"B","B","B","PARKER ST","TELEGRAPH AV",17,"N","N","2011-12-12",103,"2010-12-30",1908,"118","36","5","6","0","0",,"0","006","-","N",,,0,,,0,,,,"N",2,"A","-",21950,"A","N","A","H","-","C","A","0","Y","A","01",0,1,0,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049317",-122.280463153,37.859585004,2010,"0103","0","4","4","09",0,1,"A",,,,,,1800,12,"D","C","A","SACRAMENTO ST","CARLETON ST",0,,"Y","2011-12-12",103,"2010-12-16",1633,"57","34","5","6","0","0",,"0","014","-","N",,,0,,,0,,,,"Y",2,"A","-",21802,"A","N","A","H","-","A","A","0","Y","-",,0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049318",-122.267618187,37.865206526,2010,"0103","0","4","4","03",0,1,"A",,,,,,300,12,"A","I","A","SHATTUCK AV","HASTE ST",125,"N","N","2011-12-12",103,"2010-12-30",156,"11","29","5","6","0","0",,"0","005","-","N",,,0,,,0,,,,"Y",1,"A","-",22350,,"N","A","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049321",-122.274337905,37.857610689,2010,"0103","0","6","3","08",0,1,"B",,,,,,1500,12,"D","C","A","STUART ST","GRANT ST",326,"W","N","2011-12-12",103,"2010-12-18",1319,"108","34","5","6","0","0",,"0","012","-","N",,,0,,,0,,,,"N",2,"A","-",22103,,"N","B","H","-","A","D","0","Y","A","07",0,1,0,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049325",-122.279743152,37.856015004,2010,"0103","0","5","4","10",0,1,"C",,"Y",,,,2100,12,"D","G","A","SACRAMENTO ST","OREGON ST",0,,"Y","2011-12-12",103,"2010-12-17",1813,"77","33","5","6","0","0",,"0","013","-","N",,,0,,,0,,,,"N",2,"A","-",21950,"A","N","B","H","-","C","A","0","Y","A","08",0,0,1,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049330",-122.282083154,37.870445005,2010,"0103","0","2","4","10",0,1,"C","Y",,,,,2100,12,"A","B","B","SACRAMENTO ST","UNIVERSITY AV",0,,"Y","2011-12-12",103,"2010-12-28",1935,"46","31","5","6","0","0",,"0","003","-","N",,,0,,,0,,,,"N",2,"A","-",21950,"A","N","B","H","-","C","A","0","Y","-","-",0,0,1,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049337",0,0,2010,"0103","0","4","4","03",0,1,"A",,,,,,1500,12,"C","C","A","ADELLE ST","RUSSELL ST",0,,"Y","2011-12-12",103,"2010-12-16",1451,"57","35","5","6","0","0",,"0","010","-","N",,,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049338",-122.269663151,37.861835005,2010,"0103","0","1","3","09",0,1,"A",,"Y",,,,1200,12,"H","G","A","PARKER ST","MILVIA ST",0,,"Y","2011-12-12",103,"2010-12-27",934,"102","35","5","6","0","0",,"0","005","-","N",,,0,,,0,,,,"N",2,"A","-",21802,"A","N","A","H","-","A","A","0","Y","D","22",0,1,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049346",-122.285653157,37.894675006,2010,"0103","0","5","3","12",0,1,"B",,"Y",,,,1500,12,"D","G","A","PORTLAND AV","PERALTA AV",0,,"Y","2011-12-12",103,"2010-12-31",1306,"7","13","5","6","0","0",,"0","001","-","N",,,0,,,0,,,,"N",2,"A","-",22450,"A","N","A","H","-","A","A","0","Y","L","04",0,1,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5049353",-122.287003154,37.866945004,2010,"0103","0","3","4","03",0,2,"A",,,,,,1200,12,"C","C","A","BONAR ST","ALLSTON WY",0,"N","N","2011-12-29",103,"2010-12-15",1000,"109","31","5","6","0","0",,"0","014","-","N",,,0,,,0,,,,"N",2,"A","-",22350,,"F","A","H","-","A","D","0","Y","-","99",0,0,2,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5067871",-122.265985918,37.869644671,2010,"0103","0","2","4","-",0,1,"-",,"Y",,,,2100,10,"H","J","A","ALLSTON WY","FULTON ST",50,"W","N","2011-11-14",103,"2010-10-12",2050,"112","29","5","6","0","0",,"0","004","-","N",,,0,,,0,,,,,2,"-","-",0,,"N","A","H","-","B","-","0","Y","-","-",0,0,1,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5070245",-122.253183478,37.8570190948,2011,"0103","0","4","4","03",0,1,"A",,,,"Y",,1200,1,"B","E","A","RT 13","BENVENUE AV",154,"E","N","2012-04-26",103,"2011-01-06",1104,"60","39","5","6","0","0",,"0","009","-","Y","ALA",4,13,"-","-",11.27,"H","-","S","Y",3,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5094104",-122.263199545,37.8557153712,2011,"0103","0","6","4","04",0,1,"A",,,,,,1500,2,"C","C","A","RT 13","FULTON ST",90,"W","N","2012-08-14",103,"2011-02-05",1305,"99","35","5","6","0","0",,"0","010","-","Y","ALA",4,13,"-","-",11.86,"H","-","N","Y",3,"A","-",21703,,"N","A","H","-","A","D","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5094112",-122.29314238,37.8718053849,2011,"0103","0","3","4","05",0,1,"A",,"Y",,,"Y",2400,2,"D","G","A","RT 123","DELAWARE ST",50,"N","N","2012-08-23",103,"2011-02-02",2129,"131","C22","5","6","0","0",,"0","B18","-","Y","ALA",4,123,"-","-",3.35,"H","-","S","N",2,"A","-",21202,"A","N","A","H","-","A","D","0","Y","L","04",0,0,1,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5101287",-122.267381912,37.8827934791,2011,"0103","0","1","4","03",0,1,"A",,,,,,900,1,"B","E","A","OXFORD ST","ROSE ST",175,"N","N","2012-03-22",103,"2011-01-03",739,"40","17","5","6","0","0",,"0","002","-","N",,,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5101288",-122.265806997,37.8696648523,2011,"0103","0","5","4","08",0,1,"B",,"Y",,,,900,1,"B","G","A","OXFORD ST","ALLSTON WY",4,"S","N","2012-04-11",103,"2011-01-14",817,"126","26","5","6","0","0",,"0","004","-","N",,,0,,,0,,,,"N",2,"A","-",22107,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5101295",-122.292488638,37.8702414537,2011,"0103","0","1","4","10",0,1,"A","Y",,,,,1500,1,"G","B","B","SAN PABLO AV","HEARST AV",0,,"Y","2012-04-26",103,"2011-01-03",1440,"56","22","5","6","0","0",,"0","018","-","Y","ALA",4,123,"-","-",3.23,"H","-","N","N",2,"A","-",21950,"A","N","A","H","-","A","A","0","Y","A","01",0,0,1,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5101296",-122.30375,37.86832,2011,"0103","0","4","3","06",0,1,"A",,"Y",,,,2100,1,"D","G","A","HEARST AV","HEARST ST",0,,"Y","2012-03-22",103,"2011-01-06",1819,"134","24","5","6","0","0",,"0","002","-","N",,,0,,,0,,,,"N",2,"A","-",21754,,"N","A","H","-","D","D","0","Y","L","04",0,1,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5101300",-122.27118875,37.8718608882,2011,"0103","0","3","4","04",0,1,"A",,,,,"Y",2100,1,"C","C","A","UNIVERSITY AV","MILVIA ST",113,"W","N","2012-03-22",103,"2011-01-05",1843,"59","29","5","6","0","0",,"0","004","-","N",,,0,,,0,,,,"Y",3,"A","-",21703,,"N","A","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5101303",-122.262298981,37.8558347645,2011,"0103","0","2","4","06",0,1,"A",,,"Y",,,1200,1,"D","C","A","RT 13","DEAKIN ST",188,"W","N","2012-04-26",103,"2011-01-04",920,"107","39","5","6","0","0",,"0","009","-","Y","ALA",4,13,"-","-",11.81,"H","-","N","Y",2,"A","-",21754,,"N","A","H","-","A","D","0","Y","C","02",0,0,1,0,0,0,0,0,1,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5101312",-122.27344,37.87506,2011,"0103","0","5","3","10",0,1,"A","Y",,,,"Y",2400,1,"G","B","B","MARTIN LUTHER KING JR WY","FRANCISCO ST",0,,"Y","2012-03-22",103,"2011-01-07",2120,"75","24","5","6","0","0",,"0","003","-","N",,,0,,,0,,,,"N",2,"A","-",21950,"A","N","A","H","-","C","D","0","Y","A","01",0,1,0,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5101315",-122.26987,37.86363,2011,"0103","0","1","4","09",0,1,"-",,"Y",,,"Y",1200,1,"D","G","A","MILVIA ST","DWIGHT WY",0,,"Y","2012-04-11",103,"2011-01-10",1100,"11","35","5","6","0","0",,"0","005","-","N",,,0,,,0,,,,"N",2,"A","-",21802,"A","N","-","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5101319",-122.272691587,37.8522509846,2011,"0103","0","3","3","03",0,1,"A",,"Y",,,,1800,1,"H","G","A","PRINCE ST","ELLIS ST",100,"E","N","2012-03-22",103,"2011-01-05",1752,"77","40","5","6","0","0",,"0","011","-","N",,,0,,,0,,,,"N",1,"A","-",22350,,"N","A","H","-","C","D","0","Y","L","04",0,1,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5101323",-122.282169466,37.8721407333,2011,"0103","0","3","3","17",0,1,"A",,"Y",,,,2100,1,"B","G","A","HEARST AV","SACRAMENTO ST",39,"W","N","2012-03-22",103,"2011-01-05",1821,"109","22","5","6","0","0",,"0","018","-","N",,,0,,,0,,,,"N",2,"A","-",22517,,"N","A","H","-","C","D","0","Y","A","01",0,1,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5101343",-122.26843,37.88216,2011,"0103","0","7","4","09",0,1,"B",,,,,,1200,1,"D","C","A","ROSE ST","WALNUT ST",0,,"Y","2012-03-22",103,"2011-01-02",937,"157","17","5","6","0","0",,"0","002","-","N",,,0,,,0,,,,"Y",2,"A","-",21802,"A","N","B","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5101344",-122.288419733,37.8518123182,2011,"0103","0","4","4","03",0,1,"C",,,,,,1500,1,"D","C","A","RT 13","9TH ST",87,"E","N","2012-04-26",103,"2011-01-13",1245,"72","20","5","6","0","0",,"0","015","-","Y","ALA",4,13,"-","-",13.31,"H","-","N","Y",2,"A","-",22350,,"N","B","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5101347",-122.257487133,37.8791187111,2011,"0103","0","7","3","00",0,1,"A",,"Y",,,,1500,1,"B","G","A","LA LOMA AV","HILGARD AV",30,"N","N","2012-03-22",103,"2011-01-02",1330,"1","16","5","6","0","0",,"0","002","-","N",,,0,,,0,,,,"N",2,"D","-",0,,"N","A","A","E","A","D","0","Y","-","-",0,1,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5101355",-122.244879549,37.8580477837,2011,"0103","0","1","4","09",0,1,"A",,,,,,2100,1,"D","C","A","RT 13","CLAREMONT AV",0,,"Y","2012-04-26",103,"2011-01-10",1841,"107","37","5","6","0","0",,"0","008","-","Y","ALA",4,13,"-","-",10.79,"I","5","S","Y",2,"A","-",21801,"A","N","A","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5101359",-122.27188,37.86155,2011,"0103","0","2","3","09",0,1,"B",,"Y",,,,900,1,"D","G","A","MARTIN LUTHER KING JR WY","PARKER ST",0,,"Y","2012-03-22",103,"2011-01-11",824,"37","34","5","6","0","0",,"0","005","-","N",,,0,,,0,,,,"N",2,"A","-",21801,"A","N","A","H","-","A","A","0","Y","L","04",0,1,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5101366",-122.25205,37.86775,2011,"0103","0","3","4","08",0,1,"A","Y",,,,,2100,1,"G","B","E","CHANNING WY","PIEDMONT AV",0,,"Y","2012-04-06",103,"2011-01-26",2039,"119","27","5","6","0","0",,"0","007","-","N",,,0,,,0,,,,"N",2,"A","-",22107,,"M","A","H","-","C","D","0","Y","A","01",0,0,1,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5101369",-122.2662,37.87247,2011,"0103","0","1","4","09",0,4,"A",,,,,,2100,1,"D","D","A","OXFORD ST","UNIVERSITY AV",0,,"Y","2012-04-09",103,"2011-01-17",2051,"16","29","5","6","0","0",,"0","004","-","N",,,0,,,0,,,,"Y",2,"A","-",21801,"A","N","A","H","-","C","A","0","Y","-","-",0,0,4,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5101374",-122.27079,37.87191,2011,"0103","0","4","4","00",0,1,"A",,"Y",,,,1500,1,"B","G","A","MILVIA ST","UNIVERSITY AV",0,,"Y","2012-04-09",103,"2011-01-27",1444,"57","24","5","6","0","0",,"0","003","-","N",,,0,,,0,,,,"N",2,"D","-",0,,"N","A","H","-","A","A","0","Y","-","-",0,0,1,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5101377",-122.30565,37.86641,2011,"0103","0","2","4","-",0,2,"A",,,,,,1500,1,"D","C","A","UNIVERSITY AV","WEST FRONTAGE RD",0,,"Y","2012-03-16",103,"2011-01-18",1247,"37","20","5","6","0","0",,"0","016","-","N",,,0,,,0,,,,"Y",2,"A","-",0,,"N","A","H","-","A","A","0","Y","A","07",0,0,2,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5101390",-122.268491926,37.8724611862,2011,"0103","0","4","3","08",0,1,"A",,"Y",,,"Y",2400,1,"H","A","A","SHATTUCK AV","UNIVERSITY AV",90,"N","N","2012-04-09",103,"2011-01-27",2225,"2","24","5","6","0","0",,"0","003","-","N",,,0,,,0,,,,"N",1,"A","-",22107,,"N","A","H","-","C","A","0","Y","L","04",0,1,0,0,0,0,1,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5101402",-122.296814409,37.8682063259,2011,"0103","0","1","4","03",0,1,"A",,,,,,1500,1,"C","C","A","UNIVERSITY AV","7TH ST",30,"W","N","2012-03-17",103,"2011-01-24",1244,"109","21","5","6","0","0",,"0","016","-","N",,,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5101406",-122.25633,37.86346,2011,"0103","0","1","4","10",0,1,"A","Y",,,,,1200,1,"G","B","B","PARKER ST","HILLEGASS AV",0,,"Y","2012-03-17",103,"2011-01-24",915,"47","36","5","6","0","0",,"0","007","-","N",,,0,,,0,,,,"N",2,"A","-",21950,"A","N","A","H","-","A","D","0","Y","A","01",0,0,1,0,1,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
"5101413",-122.290938258,37.8654137496,2011,"0103","0","5","4","03",0,2,"A",,,,,,2100,1,"C","C","A","SAN PABLO AV","BANCROFT",0,,"Y","2012-05-10",103,"2011-01-21",1853,"115","31","5","6","0","0",,"0","014","-","Y","ALA",4,123,"-","-",2.88,"H","-","N","Y",3,"A","-",22350,,"N","A","H","-","C","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","BERKELEY","ALAMEDA","CA",0,0
