"sch_code","county","pub_priv","district","school","enrollment","complete","start_year"
6019301,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","SOUTH SHORES CSUDH VISUAL AND PERFORMING ARTS",24,21,2015
6019319,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","STAGG STREET ELEMENTARY",78,76,2015
106930,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","STANFORD PRIMARY CENTER",170,43,2015
122226,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","STANLEY MOSK ELEMENTARY",109,107,2015
6019335,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","STATE STREET ELEMENTARY",105,48,2015
6019343,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","STONEHURST AVENUE ELEMENTARY",49,44,2015
6019350,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","STONER AVENUE ELEMENTARY",56,22,2015
6019368,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","STRATHERN STREET ELEMENTARY",134,96,2015
6019376,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","SUNLAND ELEMENTARY",65,64,2015
6019384,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","SUNNY BRAE AVENUE ELEMENTARY",78,77,2015
6104822,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","SUNRISE ELEMENTARY",59,56,2015
6019392,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","SUPERIOR STREET ELEMENTARY",97,96,2015
6019400,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","SYLMAR ELEMENTARY",114,108,2015
126599,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","SYLMAR LEADERSHIP ACADEMY",103,103,2015
6019418,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","SYLVAN PARK ELEMENTARY",169,169,2015
106427,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","SYNERGY CHARTER ACADEMY",52,51,2015
6019426,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","TAPER AVENUE ELEMENTARY",119,116,2015
6019434,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","TARZANA ELEMENTARY",41,33,2015
6019442,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","TELFAIR AVENUE ELEMENTARY",124,111,2015
6107411,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","TERESA HUGHES ELEMENTARY",132,107,2015
6019467,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","THIRD STREET ELEMENTARY",131,96,2015
6019475,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","THIRTY-SECOND STREET USC PERFORMING ARTS",45,45,2015
6019509,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","TOLAND WAY ELEMENTARY",53,36,2015
6019517,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","TOLUCA LAKE ELEMENTARY",99,98,2015
6016810,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","TOM BRADLEY GLOBAL AWARENESS MAGNET",68,19,2015
6019525,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","TOPANGA ELEMENTARY CHARTER",59,40,2015
6019533,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","TOPEKA CHARTER SCHOOL FOR ADVANCED STUDIES",115,113,2015
6019541,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","TOWNE AVENUE ELEMENTARY",57,18,2015
6019558,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","TRINITY STREET ELEMENTARY",,,2015
6019566,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","TULSA STREET ELEMENTARY",101,95,2015
6019574,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","TWEEDY ELEMENTARY",137,73,2015
6019582,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","TWENTIETH STREET ELEMENTARY",128,126,2015
6019590,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","TWENTY-EIGHTH STREET ELEMENTARY",144,99,2015
6019608,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","TWENTY-FOURTH STREET ELEMENTARY",168,81,2015
6019616,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","TWO HUNDRED THIRTY-SECOND PLACE",71,66,2015
6019624,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","UNION AVENUE ELEMENTARY",236,100,2015
6019632,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","UTAH STREET ELEMENTARY",47,47,2015
6019640,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","VALERIO STREET ELEMENTARY",186,183,2015
1931716,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","VALLEY ALTERNATIVE MAGNET",18,17,2015
122754,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","VALLEY CHARTER ELEMENTARY",44,41,2015
6019657,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","VALLEY VIEW ELEMENTARY",73,26,2015
6019665,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","VAN DEENE AVENUE ELEMENTARY",59,40,2015
6019673,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","VAN GOGH CHARTER",86,81,2015
6019681,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","VAN NESS AVENUE ELEMENTARY",40,39,2015
6019699,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","VAN NUYS ELEMENTARY",96,95,2015
6019707,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","VANALDEN AVENUE ELEMENTARY",81,78,2015
6019715,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","VAUGHN NEXT CENTURY LEARNING CENTER",282,238,2015
6019723,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","VENA AVENUE ELEMENTARY",81,68,2015
6019731,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","VERMONT AVENUE ELEMENTARY",127,126,2015
6019749,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","VERNON CITY ELEMENTARY",37,29,2015
6019756,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","VICTORIA AVENUE ELEMENTARY",100,99,2015
6019764,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","VICTORY BOULEVARD ELEMENTARY",93,93,2015
6117048,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","VIEW PARK PREPARATORY ACCELERATED CHARTER",,,2015
129866,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","VILLAGE CHARTER ACADEMY",67,61,2015
6019772,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","VINE STREET ELEMENTARY",81,36,2015
6019780,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","VINEDALE ELEMENTARY",28,21,2015
6019798,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","VINTAGE MATH SCIENCE TECHNOLOGY MAGNET",54,54,2015
6019806,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","VIRGINIA ROAD ELEMENTARY",80,36,2015
122200,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","VISTA DEL VALLE DUAL LANGUAGE ACADEMY",96,94,2015
6019814,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WADSWORTH AVENUE ELEMENTARY",151,150,2015
6019822,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WALGROVE AVENUE ELEMENTARY",85,56,2015
6110977,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WALNUT PARK ELEMENTARY",140,134,2015
6019830,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WARNER AVENUE ELEMENTARY",130,108,2015
109306,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WASHINGTON PRIMARY CENTER",116,111,2015
6114912,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WATTS LEARNING CENTER",71,71,2015
6019848,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WEIGAND AVENUE ELEMENTARY",98,92,2015
6019855,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WELBY WAY ELEMENTARY CHARTER",67,66,2015
6019863,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WEST ATHENS ELEMENTARY",166,133,2015
6019871,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WEST HOLLYWOOD ELEMENTARY",66,50,2015
6019889,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WEST VERNON AVENUE ELEMENTARY",140,135,2015
6019905,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WESTERN AVENUE ELEMENTARY",128,94,2015
6019913,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WESTMINSTER AVENUE ELEMENTARY",60,50,2015
6019921,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WESTPORT HEIGHTS ELEMENTARY",79,60,2015
1931054,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WESTSIDE GLOBAL AWARENESS MAGNET",16,9,2015
121012,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WESTSIDE INNOVATIVE SCHOOL HOUSE",88,85,2015
6019939,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WESTWOOD CHARTER ELEMENTARY",169,122,2015
6019947,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WHITE POINT ELEMENTARY",66,62,2015
6019954,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WILBUR CHARTER FOR ENRICHED ACADEMICS",133,126,2015
6017446,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WILLIAM R. ANTON ELEMENTARY",145,125,2015
126409,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WILLOW ELEMENTARY",99,99,2015
6019962,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WILMINGTON PARK ELEMENTARY",158,156,2015
6019970,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WILSHIRE CREST ELEMENTARY",40,17,2015
112003,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WILSHIRE PARK ELEMENTARY",71,66,2015
6019988,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WILTON PLACE ELEMENTARY",117,101,2015
6019996,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WINDSOR HILLS MATH SCIENCE",60,11,2015
6020002,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WINNETKA AVENUE ELEMENTARY",91,89,2015
122150,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WISDOM ELEMENTARY",140,137,2015
6020010,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WONDERLAND AVENUE ELEMENTARY",75,47,2015
6020028,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WOODCREST ELEMENTARY",175,104,2015
6020036,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WOODLAKE ELEMENTARY COMMUNITY CHARTER",94,92,2015
6020044,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WOODLAND HILLS ELEMENTARY CHARTER FOR ENRICHED STUDIES",146,141,2015
6020051,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","WOODLAWN AVENUE ELEMENTARY",142,136,2015
6017677,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","YES ACADEMY",118,83,2015
6020069,"LOS ANGELES","PUBLIC","LOS ANGELES UNIFIED","YORKDALE ELEMENTARY",50,38,2015
6020077,"LOS ANGELES","PUBLIC","LOS NIETOS","ADA S. NELSON ELEMENTARY",91,84,2015
6020085,"LOS ANGELES","PUBLIC","LOS NIETOS","AEOLIAN ELEMENTARY",66,61,2015
6020101,"LOS ANGELES","PUBLIC","LOS NIETOS","RANCHO SANTA GERTRUDES ELEMENTARY",52,49,2015
6020127,"LOS ANGELES","PUBLIC","LOWELL JOINT","EL PORTAL ELEMENTARY",101,96,2015
6020150,"LOS ANGELES","PUBLIC","LOWELL JOINT","JORDAN ELEMENTARY",52,48,2015
6020176,"LOS ANGELES","PUBLIC","LOWELL JOINT","MACY ELEMENTARY",69,65,2015
6020192,"LOS ANGELES","PUBLIC","LOWELL JOINT","MEADOW GREEN ELEMENTARY",89,80,2015
6020200,"LOS ANGELES","PUBLIC","LOWELL JOINT","OLITA ELEMENTARY",66,62,2015
107912,"LOS ANGELES","PUBLIC","LYNWOOD UNIFIED","HELEN KELLER ELEMENTARY",100,94,2015
6020234,"LOS ANGELES","PUBLIC","LYNWOOD UNIFIED","JANIE P. ABBOTT ELEMENTARY",105,102,2015
6020242,"LOS ANGELES","PUBLIC","LYNWOOD UNIFIED","LINCOLN ELEMENTARY",92,72,2015
6020259,"LOS ANGELES","PUBLIC","LYNWOOD UNIFIED","LINDBERGH ELEMENTARY",112,100,2015
6020267,"LOS ANGELES","PUBLIC","LYNWOOD UNIFIED","LUGO ELEMENTARY",62,48,2015
6020275,"LOS ANGELES","PUBLIC","LYNWOOD UNIFIED","MARK TWAIN ELEMENTARY",107,101,2015
6020283,"LOS ANGELES","PUBLIC","LYNWOOD UNIFIED","ROOSEVELT ELEMENTARY",71,70,2015
6116685,"LOS ANGELES","PUBLIC","LYNWOOD UNIFIED","ROSA PARKS ELEMENTARY",76,74,2015
108381,"LOS ANGELES","PUBLIC","LYNWOOD UNIFIED","THURGOOD MARSHALL ELEMENTARY",144,144,2015
6020291,"LOS ANGELES","PUBLIC","LYNWOOD UNIFIED","WASHINGTON ELEMENTARY",99,95,2015
6020309,"LOS ANGELES","PUBLIC","LYNWOOD UNIFIED","WILL ROGERS ELEMENTARY",119,114,2015
6020317,"LOS ANGELES","PUBLIC","LYNWOOD UNIFIED","WILSON ELEMENTARY",84,73,2015
6020325,"LOS ANGELES","PUBLIC","MANHATTAN BEACH UNIFIED","AURELIA PENNEKAMP ELEMENTARY",90,84,2015
6020358,"LOS ANGELES","PUBLIC","MANHATTAN BEACH UNIFIED","GRAND VIEW ELEMENTARY",130,112,2015
6020390,"LOS ANGELES","PUBLIC","MANHATTAN BEACH UNIFIED","MEADOWS AVENUE ELEMENTARY",46,44,2015
6020408,"LOS ANGELES","PUBLIC","MANHATTAN BEACH UNIFIED","OPAL ROBINSON ELEMENTARY",60,54,2015
6020416,"LOS ANGELES","PUBLIC","MANHATTAN BEACH UNIFIED","PACIFIC ELEMENTARY",94,84,2015
6020424,"LOS ANGELES","PUBLIC","MONROVIA UNIFIED","BRADOAKS ELEMENTARY",67,65,2015
6020457,"LOS ANGELES","PUBLIC","MONROVIA UNIFIED","MAYFLOWER ELEMENTARY",74,69,2015
6020465,"LOS ANGELES","PUBLIC","MONROVIA UNIFIED","MONROE ELEMENTARY",139,129,2015
1996404,"LOS ANGELES","PUBLIC","MONROVIA UNIFIED","MOUNTAIN PARK",,,2015
6020473,"LOS ANGELES","PUBLIC","MONROVIA UNIFIED","PLYMOUTH ELEMENTARY",74,69,2015
6020499,"LOS ANGELES","PUBLIC","MONROVIA UNIFIED","WILD ROSE ELEMENTARY",71,69,2015
6020507,"LOS ANGELES","PUBLIC","MONTEBELLO UNIFIED","BANDINI ELEMENTARY",109,109,2015
6020515,"LOS ANGELES","PUBLIC","MONTEBELLO UNIFIED","BELL GARDENS ELEMENTARY",196,193,2015
6020523,"LOS ANGELES","PUBLIC","MONTEBELLO UNIFIED","BELLA VISTA ELEMENTARY",91,88,2015
6020531,"LOS ANGELES","PUBLIC","MONTEBELLO UNIFIED","CESAR E. CHAVEZ ELEMENTARY",176,172,2015
6020556,"LOS ANGELES","PUBLIC","MONTEBELLO UNIFIED","FREMONT ELEMENTARY",100,99,2015
6020564,"LOS ANGELES","PUBLIC","MONTEBELLO UNIFIED","GARFIELD ELEMENTARY",133,130,2015
6020580,"LOS ANGELES","PUBLIC","MONTEBELLO UNIFIED","GREENWOOD ELEMENTARY",215,214,2015
6020549,"LOS ANGELES","PUBLIC","MONTEBELLO UNIFIED","JOSEPH A. GASCON ELEMENTARY",167,166,2015
6020598,"LOS ANGELES","PUBLIC","MONTEBELLO UNIFIED","LA MERCED ELEMENTARY",147,139,2015
6113799,"LOS ANGELES","PUBLIC","MONTEBELLO UNIFIED","LAGUNA NUEVA",,,2015
6020614,"LOS ANGELES","PUBLIC","MONTEBELLO UNIFIED","MONTEBELLO GARDENS ELEMENTARY",84,82,2015
6020622,"LOS ANGELES","PUBLIC","MONTEBELLO UNIFIED","MONTEBELLO PARK ELEMENTARY",124,123,2015
6020630,"LOS ANGELES","PUBLIC","MONTEBELLO UNIFIED","POTRERO HEIGHTS ELEMENTARY",76,74,2015
6020648,"LOS ANGELES","PUBLIC","MONTEBELLO UNIFIED","ROSEWOOD PARK",101,92,2015
6020655,"LOS ANGELES","PUBLIC","MONTEBELLO UNIFIED","SUVA ELEMENTARY",188,187,2015
6020663,"LOS ANGELES","PUBLIC","MONTEBELLO UNIFIED","WASHINGTON ELEMENTARY",159,153,2015
6020671,"LOS ANGELES","PUBLIC","MONTEBELLO UNIFIED","WILCOX ELEMENTARY",134,127,2015
6020689,"LOS ANGELES","PUBLIC","MONTEBELLO UNIFIED","WINTER GARDENS ELEMENTARY",110,110,2015
6020697,"LOS ANGELES","PUBLIC","MOUNTAIN VIEW ELEMENTARY","BAKER ELEMENTARY",116,115,2015
6020713,"LOS ANGELES","PUBLIC","MOUNTAIN VIEW ELEMENTARY","COGSWELL ELEMENTARY",88,88,2015
6020739,"LOS ANGELES","PUBLIC","MOUNTAIN VIEW ELEMENTARY","JERRY VOORHIS ELEMENTARY",67,62,2015
6020721,"LOS ANGELES","PUBLIC","MOUNTAIN VIEW ELEMENTARY","LA PRIMARIA ELEMENTARY",86,85,2015
6020747,"LOS ANGELES","PUBLIC","MOUNTAIN VIEW ELEMENTARY","MAXSON ELEMENTARY",84,84,2015
6020754,"LOS ANGELES","PUBLIC","MOUNTAIN VIEW ELEMENTARY","MIRAMONTE ELEMENTARY",72,72,2015
6020762,"LOS ANGELES","PUBLIC","MOUNTAIN VIEW ELEMENTARY","MONTE VISTA ELEMENTARY",118,118,2015
6020770,"LOS ANGELES","PUBLIC","MOUNTAIN VIEW ELEMENTARY","PARKVIEW ELEMENTARY",132,131,2015
6105407,"LOS ANGELES","PUBLIC","MOUNTAIN VIEW ELEMENTARY","TWIN LAKES ELEMENTARY",70,69,2015
6020788,"LOS ANGELES","PUBLIC","MOUNTAIN VIEW ELEMENTARY","WILLARD F. PAYNE ELEMENTARY",80,80,2015
100644,"LOS ANGELES","PUBLIC","NEWHALL","DR. J. MICHAEL MCGRATH ELEMENTARY",111,109,2015
6095442,"LOS ANGELES","PUBLIC","NEWHALL","MEADOWS ELEMENTARY",100,90,2015
6020796,"LOS ANGELES","PUBLIC","NEWHALL","NEWHALL ELEMENTARY",115,114,2015
108027,"LOS ANGELES","PUBLIC","NEWHALL","OAK HILLS ELEMENTARY",68,59,2015
6066773,"LOS ANGELES","PUBLIC","NEWHALL","OLD ORCHARD ELEMENTARY",69,63,2015
6020804,"LOS ANGELES","PUBLIC","NEWHALL","PEACHLAND AVENUE ELEMENTARY",77,74,2015
100636,"LOS ANGELES","PUBLIC","NEWHALL","PICO CANYON ELEMENTARY",128,126,2015
6113047,"LOS ANGELES","PUBLIC","NEWHALL","STEVENSON RANCH ELEMENTARY",97,79,2015
6107171,"LOS ANGELES","PUBLIC","NEWHALL","VALENCIA VALLEY ELEMENTARY",93,88,2015
6020812,"LOS ANGELES","PUBLIC","NEWHALL","WILEY CANYON ELEMENTARY",94,86,2015
6020838,"LOS ANGELES","PUBLIC","NORWALK-LA MIRADA UNIFIED","ANNA M. GLAZIER ELEMENTARY",103,103,2015
6021091,"LOS ANGELES","PUBLIC","NORWALK-LA MIRADA UNIFIED","ARTURO SANCHEZ ELEMENTARY",58,55,2015
6020853,"LOS ANGELES","PUBLIC","NORWALK-LA MIRADA UNIFIED","CESAR CHAVEZ ELEMENTARY",89,89,2015
6020895,"LOS ANGELES","PUBLIC","NORWALK-LA MIRADA UNIFIED","D. D. JOHNSTON ELEMENTARY",63,60,2015
6020952,"LOS ANGELES","PUBLIC","NORWALK-LA MIRADA UNIFIED","EARL E. EDMONDSON ELEMENTARY",99,99,2015
6020903,"LOS ANGELES","PUBLIC","NORWALK-LA MIRADA UNIFIED","EASTWOOD ELEMENTARY",75,72,2015
6020929,"LOS ANGELES","PUBLIC","NORWALK-LA MIRADA UNIFIED","ESCALONA ELEMENTARY",95,93,2015
6020937,"LOS ANGELES","PUBLIC","NORWALK-LA MIRADA UNIFIED","FOSTER ROAD ELEMENTARY",78,66,2015
6020945,"LOS ANGELES","PUBLIC","NORWALK-LA MIRADA UNIFIED","GARDENHILL ELEMENTARY",111,109,2015
6020994,"LOS ANGELES","PUBLIC","NORWALK-LA MIRADA UNIFIED","JOHN DOLLAND ELEMENTARY",96,96,2015
6021000,"LOS ANGELES","PUBLIC","NORWALK-LA MIRADA UNIFIED","JOHN FOSTER DULLES ELEMENTARY",33,30,2015
6021018,"LOS ANGELES","PUBLIC","NORWALK-LA MIRADA UNIFIED","JOHN H. NUFFER ELEMENTARY",62,61,2015
6021026,"LOS ANGELES","PUBLIC","NORWALK-LA MIRADA UNIFIED","JULIA B. MORRISON ELEMENTARY",151,144,2015
6021034,"LOS ANGELES","PUBLIC","NORWALK-LA MIRADA UNIFIED","LA PLUMA ELEMENTARY",102,95,2015
6020911,"LOS ANGELES","PUBLIC","NORWALK-LA MIRADA UNIFIED","LORETTA LAMPTON ELEMENTARY",110,98,2015
6021083,"LOS ANGELES","PUBLIC","NORWALK-LA MIRADA UNIFIED","NEW RIVER ELEMENTARY",65,62,2015
6021133,"LOS ANGELES","PUBLIC","NORWALK-LA MIRADA UNIFIED","THOMAS B. MOFFITT ELEMENTARY",86,75,2015
6111538,"LOS ANGELES","PUBLIC","PALMDALE ELEMENTARY","BARREL SPRINGS ELEMENTARY",112,108,2015
6108609,"LOS ANGELES","PUBLIC","PALMDALE ELEMENTARY","BUENA VISTA ELEMENTARY",111,109,2015
6106900,"LOS ANGELES","PUBLIC","PALMDALE ELEMENTARY","CHAPARRAL ELEMENTARY",145,142,2015
6113906,"LOS ANGELES","PUBLIC","PALMDALE ELEMENTARY","CIMARRON ELEMENTARY",138,134,2015
6105621,"LOS ANGELES","PUBLIC","PALMDALE ELEMENTARY","DESERT ROSE ELEMENTARY",189,181,2015
124156,"LOS ANGELES","PUBLIC","PALMDALE ELEMENTARY","DOS CAMINOS",110,110,2015
6118749,"LOS ANGELES","PUBLIC","PALMDALE ELEMENTARY","GOLDEN POPPY ELEMENTARY",126,124,2015
6119580,"LOS ANGELES","PUBLIC","PALMDALE ELEMENTARY","GUIDANCE CHARTER",43,40,2015
6106793,"LOS ANGELES","PUBLIC","PALMDALE ELEMENTARY","JOSHUA HILLS ELEMENTARY",110,108,2015
6119143,"LOS ANGELES","PUBLIC","PALMDALE ELEMENTARY","LOS AMIGOS",112,112,2015
6021158,"LOS ANGELES","PUBLIC","PALMDALE ELEMENTARY","MANZANITA ELEMENTARY",121,121,2015
6108625,"LOS ANGELES","PUBLIC","PALMDALE ELEMENTARY","MESQUITE ELEMENTARY",134,128,2015
6021141,"LOS ANGELES","PUBLIC","PALMDALE ELEMENTARY","OCOTILLO ELEMENTARY",148,141,2015
6107635,"LOS ANGELES","PUBLIC","PALMDALE ELEMENTARY","PALM TREE ELEMENTARY",127,123,2015
6111546,"LOS ANGELES","PUBLIC","PALMDALE ELEMENTARY","PALMDALE LEARNING PLAZA",78,75,2015
6115273,"LOS ANGELES","PUBLIC","PALMDALE ELEMENTARY","QUAIL VALLEY ELEMENTARY",108,104,2015
6108633,"LOS ANGELES","PUBLIC","PALMDALE ELEMENTARY","SUMMERWIND ELEMENTARY",123,115,2015
129973,"LOS ANGELES","PUBLIC","PALMDALE ELEMENTARY","TAMARISK",153,149,2015
6021190,"LOS ANGELES","PUBLIC","PALMDALE ELEMENTARY","TUMBLEWEED ELEMENTARY",159,154,2015
6021208,"LOS ANGELES","PUBLIC","PALMDALE ELEMENTARY","YUCCA ELEMENTARY",132,128,2015
6021307,"LOS ANGELES","PUBLIC","PALOS VERDES PENINSULA UNIFIED","CORNERSTONE AT PEDREGAL ELEMENTARY",41,36,2015
6116172,"LOS ANGELES","PUBLIC","PALOS VERDES PENINSULA UNIFIED","DAPPLEGRAY ELEMENTARY",115,101,2015
6021240,"LOS ANGELES","PUBLIC","PALOS VERDES PENINSULA UNIFIED","LUNADA BAY ELEMENTARY",63,58,2015
6021273,"LOS ANGELES","PUBLIC","PALOS VERDES PENINSULA UNIFIED","MIRA CATALINA ELEMENTARY",84,72,2015
6021299,"LOS ANGELES","PUBLIC","PALOS VERDES PENINSULA UNIFIED","MONTEMALAGA ELEMENTARY",87,84,2015
6021315,"LOS ANGELES","PUBLIC","PALOS VERDES PENINSULA UNIFIED","POINT VICENTE ELEMENTARY",,,2015
6021323,"LOS ANGELES","PUBLIC","PALOS VERDES PENINSULA UNIFIED","RANCHO VISTA ELEMENTARY",81,59,2015
6021349,"LOS ANGELES","PUBLIC","PALOS VERDES PENINSULA UNIFIED","SILVER SPUR ELEMENTARY",106,96,2015
6021356,"LOS ANGELES","PUBLIC","PALOS VERDES PENINSULA UNIFIED","SOLEADO ELEMENTARY",89,81,2015
6021372,"LOS ANGELES","PUBLIC","PALOS VERDES PENINSULA UNIFIED","VISTA GRANDE ELEMENTARY",83,61,2015
6021430,"LOS ANGELES","PUBLIC","PARAMOUNT UNIFIED","ABRAHAM LINCOLN",93,91,2015
6021380,"LOS ANGELES","PUBLIC","PARAMOUNT UNIFIED","CAPTAIN RAYMOND COLLINS",103,80,2015
6021489,"LOS ANGELES","PUBLIC","PARAMOUNT UNIFIED","HARRY WIRTZ ELEMENTARY",105,97,2015
6021414,"LOS ANGELES","PUBLIC","PARAMOUNT UNIFIED","HOLLYDALE",107,94,2015
108779,"LOS ANGELES","PUBLIC","PARAMOUNT UNIFIED","HOWARD TANNER",134,126,2015
6117444,"LOS ANGELES","PUBLIC","PARAMOUNT UNIFIED","JEFFERSON ELEMENTARY",65,63,2015
6021448,"LOS ANGELES","PUBLIC","PARAMOUNT UNIFIED","LOS CERRITOS",82,82,2015
6021463,"LOS ANGELES","PUBLIC","PARAMOUNT UNIFIED","MAJOR LYNN MOKLER",101,71,2015
6021455,"LOS ANGELES","PUBLIC","PARAMOUNT UNIFIED","MARK KEPPEL",98,92,2015
6021471,"LOS ANGELES","PUBLIC","PARAMOUNT UNIFIED","THEODORE ROOSEVELT",84,83,2015
6021398,"LOS ANGELES","PUBLIC","PARAMOUNT UNIFIED","WESLEY GAINES",102,100,2015
6021505,"LOS ANGELES","PUBLIC","PASADENA UNIFIED","ALTADENA ELEMENTARY",43,43,2015
113472,"LOS ANGELES","PUBLIC","PASADENA UNIFIED","AVESON SCHOOL OF LEADERS",107,92,2015
117440,"LOS ANGELES","PUBLIC","PASADENA UNIFIED","CIS ACADEMY",,,2015
6021547,"LOS ANGELES","PUBLIC","PASADENA UNIFIED","CLEVELAND ELEMENTARY",31,30,2015
6021760,"LOS ANGELES","PUBLIC","PASADENA UNIFIED","DANIEL WEBSTER",78,78,2015
6021554,"LOS ANGELES","PUBLIC","PASADENA UNIFIED","DON BENITO FUNDAMENTAL",94,93,2015
6021570,"LOS ANGELES","PUBLIC","PASADENA UNIFIED","FIELD -EUGENE- ELEMENTARY",85,48,2015
6021588,"LOS ANGELES","PUBLIC","PASADENA UNIFIED","FRANKLIN ELEMENTARY",47,47,2015
