district,sch_code,county,pub_priv,school,enrollment,complete,start_year
RAVENSWOOD CITY ELEMENTARY,0126649,SAN MATEO,PUBLIC,LOS ROBLES MAGNET ACADEMY,91,91,2015
RAVENSWOOD CITY ELEMENTARY,6044416,SAN MATEO,PUBLIC,WILLOW OAKS ELEMENTARY,63,61,2015
REDWOOD CITY ELEMENTARY,6114037,SAN MATEO,PUBLIC,ADELANTE SPANISH IMMERSION,83,80,2015
REDWOOD CITY ELEMENTARY,6044424,SAN MATEO,PUBLIC,CLIFFORD ELEMENTARY,91,88,2015
REDWOOD CITY ELEMENTARY,0127282,SAN MATEO,PUBLIC,CONNECT COMMUNITY CHARTER,25,25,2015
REDWOOD CITY ELEMENTARY,6044457,SAN MATEO,PUBLIC,FAIR OAKS ELEMENTARY,77,72,2015
REDWOOD CITY ELEMENTARY,6044473,SAN MATEO,PUBLIC,GARFIELD ELEMENTARY,66,64,2015
REDWOOD CITY ELEMENTARY,6044481,SAN MATEO,PUBLIC,HAWES ELEMENTARY,49,47,2015
REDWOOD CITY ELEMENTARY,6044499,SAN MATEO,PUBLIC,HENRY FORD ELEMENTARY,69,66,2015
REDWOOD CITY ELEMENTARY,6044507,SAN MATEO,PUBLIC,HOOVER ELEMENTARY,64,63,2015
REDWOOD CITY ELEMENTARY,6044523,SAN MATEO,PUBLIC,JOHN GILL ELEMENTARY,62,60,2015
REDWOOD CITY ELEMENTARY,0132068,SAN MATEO,PUBLIC,KIPP EXCELENCIA COMMUNITY PREP,91,91,2015
REDWOOD CITY ELEMENTARY,6102941,SAN MATEO,PUBLIC,ORION ALTERNATIVE,44,41,2015
REDWOOD CITY ELEMENTARY,0132076,SAN MATEO,PUBLIC,ROCKETSHIP REDWOOD CITY PREP,78,76,2015
REDWOOD CITY ELEMENTARY,6044572,SAN MATEO,PUBLIC,ROOSEVELT ELEMENTARY,92,88,2015
REDWOOD CITY ELEMENTARY,6044432,SAN MATEO,PUBLIC,ROY CLOUD ELEMENTARY,86,85,2015
REDWOOD CITY ELEMENTARY,6044580,SAN MATEO,PUBLIC,SELBY LANE ELEMENTARY,111,108,2015
REDWOOD CITY ELEMENTARY,6044598,SAN MATEO,PUBLIC,TAFT ELEMENTARY,91,88,2015
SAN BRUNO PARK ELEMENTARY,6044648,SAN MATEO,PUBLIC,ALLEN -DECIMA M.- ELEMENTARY,85,81,2015
SAN BRUNO PARK ELEMENTARY,6044614,SAN MATEO,PUBLIC,BELLE AIR ELEMENTARY,55,48,2015
SAN BRUNO PARK ELEMENTARY,6044663,SAN MATEO,PUBLIC,EL CRYSTAL ELEMENTARY,35,34,2015
SAN BRUNO PARK ELEMENTARY,6044671,SAN MATEO,PUBLIC,JOHN MUIR ELEMENTARY,54,48,2015
SAN BRUNO PARK ELEMENTARY,6044010,SAN MATEO,PUBLIC,PORTOLA ELEMENTARY,58,58,2015
SAN BRUNO PARK ELEMENTARY,6044705,SAN MATEO,PUBLIC,ROLLINGWOOD ELEMENTARY,80,80,2015
SAN CARLOS ELEMENTARY,6044721,SAN MATEO,PUBLIC,ARUNDEL ELEMENTARY,141,131,2015
SAN CARLOS ELEMENTARY,6044739,SAN MATEO,PUBLIC,BRITTAN ACRES ELEMENTARY,73,66,2015
SAN CARLOS ELEMENTARY,6044754,SAN MATEO,PUBLIC,HEATHER ELEMENTARY,80,75,2015
SAN CARLOS ELEMENTARY,6112213,SAN MATEO,PUBLIC,SAN CARLOS CHARTER LEARNING CENTER,44,41,2015
SAN CARLOS ELEMENTARY,6044788,SAN MATEO,PUBLIC,WHITE OAKS ELEMENTARY,96,85,2015
SAN MATEO-FOSTER CITY,6044812,SAN MATEO,PUBLIC,AUDUBON ELEMENTARY,165,162,2015
SAN MATEO-FOSTER CITY,6044838,SAN MATEO,PUBLIC,BAYWOOD ELEMENTARY,164,158,2015
SAN MATEO-FOSTER CITY,6044846,SAN MATEO,PUBLIC,BERESFORD ELEMENTARY,46,45,2015
SAN MATEO-FOSTER CITY,6112650,SAN MATEO,PUBLIC,BREWER ISLAND ELEMENTARY,138,137,2015
SAN MATEO-FOSTER CITY,6044952,SAN MATEO,PUBLIC,COLLEGE PARK ELEMENTARY,75,72,2015
SAN MATEO-FOSTER CITY,6044887,SAN MATEO,PUBLIC,FIESTA GARDENS INTERNATIONAL ELEMENTARY,100,96,2015
SAN MATEO-FOSTER CITY,6044895,SAN MATEO,PUBLIC,FOSTER CITY ELEMENTARY,192,191,2015
SAN MATEO-FOSTER CITY,6044903,SAN MATEO,PUBLIC,GEORGE HALL ELEMENTARY,103,101,2015
SAN MATEO-FOSTER CITY,6044911,SAN MATEO,PUBLIC,HIGHLANDS ELEMENTARY,117,116,2015
SAN MATEO-FOSTER CITY,6044945,SAN MATEO,PUBLIC,LAUREL ELEMENTARY,88,88,2015
SAN MATEO-FOSTER CITY,6044804,SAN MATEO,PUBLIC,LEAD ELEMENTARY,106,103,2015
SAN MATEO-FOSTER CITY,6044960,SAN MATEO,PUBLIC,MEADOW HEIGHTS ELEMENTARY,72,68,2015
SAN MATEO-FOSTER CITY,6044978,SAN MATEO,PUBLIC,NORTH SHOREVIEW MONTESSORI ELEMENTARY,42,39,2015
SAN MATEO-FOSTER CITY,6044994,SAN MATEO,PUBLIC,PARKSIDE ELEMENTARY,102,91,2015
SAN MATEO-FOSTER CITY,6044986,SAN MATEO,PUBLIC,SAN MATEO PARK ELEMENTARY,102,98,2015
SAN MATEO-FOSTER CITY,6045017,SAN MATEO,PUBLIC,SUNNYBRAE ELEMENTARY,85,84,2015
SOUTH SAN FRANCISCO UNIFIED,6045041,SAN MATEO,PUBLIC,BURI BURI ELEMENTARY,112,112,2015
SOUTH SAN FRANCISCO UNIFIED,6068282,SAN MATEO,PUBLIC,JUNIPERO SERRA ELEMENTARY,54,53,2015
SOUTH SAN FRANCISCO UNIFIED,6045082,SAN MATEO,PUBLIC,LOS CERRITOS ELEMENTARY,54,53,2015
SOUTH SAN FRANCISCO UNIFIED,6045090,SAN MATEO,PUBLIC,MARTIN ELEMENTARY,89,89,2015
SOUTH SAN FRANCISCO UNIFIED,6045108,SAN MATEO,PUBLIC,MONTE VERDE ELEMENTARY,92,90,2015
SOUTH SAN FRANCISCO UNIFIED,6045116,SAN MATEO,PUBLIC,PONDEROSA ELEMENTARY,70,70,2015
SOUTH SAN FRANCISCO UNIFIED,6045132,SAN MATEO,PUBLIC,SKYLINE ELEMENTARY,66,64,2015
SOUTH SAN FRANCISCO UNIFIED,6045140,SAN MATEO,PUBLIC,SPRUCE ELEMENTARY,97,96,2015
SOUTH SAN FRANCISCO UNIFIED,6045157,SAN MATEO,PUBLIC,SUNSHINE GARDENS ELEMENTARY,68,67,2015
WOODSIDE ELEMENTARY,6045165,SAN MATEO,PUBLIC,WOODSIDE ELEMENTARY,42,39,2015
,6978498,SAN MATEO,PRIVATE,ALL SOULS CATHOLIC ELEMENTARY,35,35,2015
,6978506,SAN MATEO,PRIVATE,ALMA HEIGHTS CHRISTIAN ACADEMY,16,13,2015
,7016009,SAN MATEO,PRIVATE,BEECHWOOD SCHOOL,28,24,2015
,6978530,SAN MATEO,PRIVATE,BELMONT OAKS ACADEMY,37,33,2015
,7044936,SAN MATEO,PRIVATE,GERMAN-AMERICAN INTERNATIONAL SCHOOL,26,25,2015
,6978621,SAN MATEO,PRIVATE,GOOD SHEPHERD ELEMENTARY,19,19,2015
,6955942,SAN MATEO,PRIVATE,GRACE LUTHERAN,11,11,2015
,6990865,SAN MATEO,PRIVATE,HIGHLANDS CHRISTIAN SCHOOLS,42,41,2015
,6978647,SAN MATEO,PRIVATE,HILLDALE SCHOOL,20,19,2015
,6978654,SAN MATEO,PRIVATE,HOLY ANGELS ELEMENTARY,21,21,2015
,6978662,SAN MATEO,PRIVATE,IMMACULATE HEART OF MARY SCHOOL,20,20,2015
,7057433,SAN MATEO,PRIVATE,KIDS' CONNECTION,44,43,2015
,6978696,SAN MATEO,PRIVATE,NATIVITY CATHOLIC SCHOOL K-8,34,31,2015
,6978704,SAN MATEO,PRIVATE,NOTRE DAME ELEMENTARY,16,16,2015
,6978720,SAN MATEO,PRIVATE,OUR LADY OF ANGELS ELEMENTARY,35,35,2015
,6978738,SAN MATEO,PRIVATE,OUR LADY OF MERCY ELEMENTARY,43,43,2015
,6978746,SAN MATEO,PRIVATE,OUR LADY OF MT. CARMEL,26,26,2015
,6966139,SAN MATEO,PRIVATE,OUR LADY OF PERPETUAL HELP,17,17,2015
,6978753,SAN MATEO,PRIVATE,"PENINSULA SCHOOL, LTD",27,24,2015
,6904122,SAN MATEO,PRIVATE,PHILLIPS BROOKS SCHOOL,40,36,2015
,6978787,SAN MATEO,PRIVATE,REDEEMER LUTHERAN SCHOOL,20,18,2015
,7016074,SAN MATEO,PRIVATE,RONALD C. WORNICK JEWISH DAY SCHOOL,25,25,2015
,6940159,SAN MATEO,PRIVATE,"SACRED HEART SCHOOLS, ATHERTON",45,43,2015
,7093735,SAN MATEO,PRIVATE,SEA CREST SCHOOL,35,35,2015
,6204606,SAN MATEO,PRIVATE,SERENDIPITY SCHOOL,18,18,2015
,6978811,SAN MATEO,PRIVATE,ST. CATHERINE OF SIENA ELEMENTARY,37,37,2015
,6978829,SAN MATEO,PRIVATE,ST. CHARLES ELEMENTARY,28,28,2015
,6978837,SAN MATEO,PRIVATE,ST. DUNSTAN'S ELEMENTARY,23,23,2015
,6978852,SAN MATEO,PRIVATE,ST. GREGORY,29,29,2015
,6978878,SAN MATEO,PRIVATE,ST. MATTHEW CATHOLIC,59,53,2015
,6978886,SAN MATEO,PRIVATE,ST. MATTHEW'S EPISCOPAL DAY SCHOOL,23,23,2015
,6978894,SAN MATEO,PRIVATE,ST. PIUS ELEMENTARY,34,33,2015
,6978902,SAN MATEO,PRIVATE,ST. RAYMOND'S,33,32,2015
,6978910,SAN MATEO,PRIVATE,ST. ROBERT,36,35,2015
,6978928,SAN MATEO,PRIVATE,ST. TIMOTHY SCHOOL,24,24,2015
,6978936,SAN MATEO,PRIVATE,ST. VERONICA CATHOLIC SCHOOL,30,28,2015
,6149967,SAN MATEO,PRIVATE,STRATFORD SCHOOL,17,17,2015
,6137699,SAN MATEO,PRIVATE,SYNAPSE SCHOOL,29,24,2015
,6978597,SAN MATEO,PRIVATE,THE CAREY SCHOOL,42,34,2015
,6978712,SAN MATEO,PRIVATE,THE NUEVA SCHOOL,37,33,2015
,6140800,SAN MATEO,PRIVATE,THE WILKINSON SCHOOL,11,8,2015
,6965602,SAN MATEO,PRIVATE,TRINITY SCHOOL,19,19,2015
,6915185,SAN MATEO,PRIVATE,WOODLAND SCHOOL,17,17,2015
BALLARD ELEMENTARY,6045256,SANTA BARBARA,PUBLIC,BALLARD ELEMENTARY,20,18,2015
BLOCHMAN UNION ELEMENTARY,6045264,SANTA BARBARA,PUBLIC,BENJAMIN FOXEN ELEMENTARY,19,19,2015
BLOCHMAN UNION ELEMENTARY,0111773,SANTA BARBARA,PUBLIC,FAMILY PARTNERSHIP HOME STUDY CHARTER,32,18,2015
BLOCHMAN UNION ELEMENTARY,0124255,SANTA BARBARA,PUBLIC,TRIVIUM CHARTER,78,45,2015
BUELLTON UNION ELEMENTARY,6119804,SANTA BARBARA,PUBLIC,OAK VALLEY ELEMENTARY,80,72,2015
CARPINTERIA UNIFIED,6045298,SANTA BARBARA,PUBLIC,ALISO ELEMENTARY,46,46,2015
CARPINTERIA UNIFIED,6045306,SANTA BARBARA,PUBLIC,CANALINO ELEMENTARY,92,89,2015
CARPINTERIA UNIFIED,0102129,SANTA BARBARA,PUBLIC,CARPINTERIA FAMILY,12,8,2015
CARPINTERIA UNIFIED,6045322,SANTA BARBARA,PUBLIC,SUMMERLAND ELEMENTARY,12,9,2015
COLD SPRING ELEMENTARY,6045348,SANTA BARBARA,PUBLIC,COLD SPRING ELEMENTARY,27,19,2015
COLLEGE ELEMENTARY,6045355,SANTA BARBARA,PUBLIC,COLLEGE ELEMENTARY,24,21,2015
COLLEGE ELEMENTARY,6118434,SANTA BARBARA,PUBLIC,SANTA YNEZ VALLEY CHARTER,20,19,2015
CUYAMA JOINT UNIFIED,6045389,SANTA BARBARA,PUBLIC,CUYAMA ELEMENTARY,20,20,2015
GOLETA UNION ELEMENTARY,6067110,SANTA BARBARA,PUBLIC,BRANDON ELEMENTARY,81,80,2015
GOLETA UNION ELEMENTARY,6045405,SANTA BARBARA,PUBLIC,EL CAMINO ELEMENTARY,44,43,2015
GOLETA UNION ELEMENTARY,6045421,SANTA BARBARA,PUBLIC,ELLWOOD ELEMENTARY,71,66,2015
GOLETA UNION ELEMENTARY,6045447,SANTA BARBARA,PUBLIC,FOOTHILL ELEMENTARY,65,58,2015
GOLETA UNION ELEMENTARY,6045462,SANTA BARBARA,PUBLIC,HOLLISTER ELEMENTARY,77,71,2015
GOLETA UNION ELEMENTARY,6045470,SANTA BARBARA,PUBLIC,ISLA VISTA ELEMENTARY,83,80,2015
GOLETA UNION ELEMENTARY,6045488,SANTA BARBARA,PUBLIC,KELLOGG ELEMENTARY,72,67,2015
GOLETA UNION ELEMENTARY,6045496,SANTA BARBARA,PUBLIC,LA PATERA ELEMENTARY,76,70,2015
GOLETA UNION ELEMENTARY,6045504,SANTA BARBARA,PUBLIC,MOUNTAIN VIEW ELEMENTARY,43,42,2015
GUADALUPE UNION ELEMENTARY,6045512,SANTA BARBARA,PUBLIC,MARY BUREN ELEMENTARY,168,167,2015
HOPE ELEMENTARY,6045538,SANTA BARBARA,PUBLIC,HOPE ELEMENTARY,34,30,2015
HOPE ELEMENTARY,6045546,SANTA BARBARA,PUBLIC,MONTE VISTA ELEMENTARY,56,51,2015
HOPE ELEMENTARY,6045553,SANTA BARBARA,PUBLIC,VIEJA VALLEY ELEMENTARY,49,47,2015
LOMPOC UNIFIED,6045561,SANTA BARBARA,PUBLIC,ARTHUR HAPGOOD ELEMENTARY,124,121,2015
LOMPOC UNIFIED,6045579,SANTA BARBARA,PUBLIC,BUENA VISTA ELEMENTARY,104,103,2015
LOMPOC UNIFIED,6045587,SANTA BARBARA,PUBLIC,CLARENCE RUTH ELEMENTARY,96,96,2015
LOMPOC UNIFIED,6045595,SANTA BARBARA,PUBLIC,CRESTVIEW ELEMENTARY,104,102,2015
LOMPOC UNIFIED,6045611,SANTA BARBARA,PUBLIC,LA CANADA ELEMENTARY,106,105,2015
LOMPOC UNIFIED,6045629,SANTA BARBARA,PUBLIC,LA HONDA ELEMENTARY,82,80,2015
LOMPOC UNIFIED,6045645,SANTA BARBARA,PUBLIC,LEONORA FILLMORE ELEMENTARY,100,97,2015
LOMPOC UNIFIED,6045660,SANTA BARBARA,PUBLIC,LOS BERROS ELEMENTARY,57,56,2015
LOMPOC UNIFIED,0116921,SANTA BARBARA,PUBLIC,MANZANITA PUBLIC CHARTER,64,64,2015
LOMPOC UNIFIED,6068902,SANTA BARBARA,PUBLIC,MIGUELITO ELEMENTARY,107,105,2015
LOS OLIVOS ELEMENTARY,6045710,SANTA BARBARA,PUBLIC,LOS OLIVOS ELEMENTARY,11,9,2015
MONTECITO UNION ELEMENTARY,6045728,SANTA BARBARA,PUBLIC,MONTECITO UNION,62,52,2015
ORCUTT UNION ELEMENTARY,6045736,SANTA BARBARA,PUBLIC,ALICE SHAW ELEMENTARY,81,76,2015
ORCUTT UNION ELEMENTARY,6045777,SANTA BARBARA,PUBLIC,JOE NIGHTINGALE ELEMENTARY,166,153,2015
ORCUTT UNION ELEMENTARY,6045702,SANTA BARBARA,PUBLIC,OLGA L. REED ELEMENTARY,25,22,2015
ORCUTT UNION ELEMENTARY,0116434,SANTA BARBARA,PUBLIC,ORCUTT ACADEMY CHARTER,23,19,2015
ORCUTT UNION ELEMENTARY,6045793,SANTA BARBARA,PUBLIC,PATTERSON ROAD ELEMENTARY,75,66,2015
ORCUTT UNION ELEMENTARY,6045801,SANTA BARBARA,PUBLIC,PINE GROVE ELEMENTARY,70,65,2015
ORCUTT UNION ELEMENTARY,6045744,SANTA BARBARA,PUBLIC,RALPH DUNLAP ELEMENTARY,76,69,2015
SANTA BARBARA UNIFIED,6045819,SANTA BARBARA,PUBLIC,ADAMS ELEMENTARY,89,88,2015
SANTA BARBARA UNIFIED,6118202,SANTA BARBARA,PUBLIC,ADELANTE CHARTER,48,47,2015
SANTA BARBARA UNIFIED,6045827,SANTA BARBARA,PUBLIC,CLEVELAND ELEMENTARY,50,47,2015
SANTA BARBARA UNIFIED,6045835,SANTA BARBARA,PUBLIC,FRANKLIN ELEMENTARY,90,90,2015
SANTA BARBARA UNIFIED,6045850,SANTA BARBARA,PUBLIC,HARDING UNIVERSITY PARTNERSHIP,76,73,2015
SANTA BARBARA UNIFIED,6045884,SANTA BARBARA,PUBLIC,MCKINLEY ELEMENTARY,61,61,2015
SANTA BARBARA UNIFIED,6045892,SANTA BARBARA,PUBLIC,MONROE ELEMENTARY,99,94,2015
SANTA BARBARA UNIFIED,6095962,SANTA BARBARA,PUBLIC,OPEN ALTERNATIVE,30,25,2015
SANTA BARBARA UNIFIED,6045918,SANTA BARBARA,PUBLIC,PEABODY CHARTER,105,97,2015
SANTA BARBARA UNIFIED,6045926,SANTA BARBARA,PUBLIC,ROOSEVELT ELEMENTARY,94,86,2015
SANTA BARBARA UNIFIED,6111603,SANTA BARBARA,PUBLIC,SANTA BARBARA CHARTER,48,30,2015
SANTA BARBARA UNIFIED,6116875,SANTA BARBARA,PUBLIC,SANTA BARBARA COMMUNITY ACADEMY,39,39,2015
SANTA BARBARA UNIFIED,6045934,SANTA BARBARA,PUBLIC,WASHINGTON ELEMENTARY,76,70,2015
SANTA MARIA-BONITA,6045959,SANTA BARBARA,PUBLIC,ADAM -WILLIAM LAIRD- ELEMENTARY,192,192,2015
SANTA MARIA-BONITA,6045967,SANTA BARBARA,PUBLIC,ALVIN ELEMENTARY,179,175,2015
SANTA MARIA-BONITA,6045975,SANTA BARBARA,PUBLIC,ARELLANES -DON JUAN BAUTISTA- ELEMENTARY,53,53,2015
SANTA MARIA-BONITA,6107007,SANTA BARBARA,PUBLIC,BATTLES -WASHINGTON- ELEMENTARY,124,124,2015
SANTA MARIA-BONITA,6045272,SANTA BARBARA,PUBLIC,BONITA ELEMENTARY,88,87,2015
SANTA MARIA-BONITA,6046064,SANTA BARBARA,PUBLIC,BRUCE -ROBERT- ELEMENTARY,161,154,2015
SANTA MARIA-BONITA,6046007,SANTA BARBARA,PUBLIC,FAIRLAWN ELEMENTARY,140,140,2015
SANTA MARIA-BONITA,0102863,SANTA BARBARA,PUBLIC,LIBERTY ELEMENTARY,133,132,2015
SANTA MARIA-BONITA,6046031,SANTA BARBARA,PUBLIC,MILLER -ISAAC- ELEMENTARY,160,157,2015
SANTA MARIA-BONITA,6046049,SANTA BARBARA,PUBLIC,OAKLEY -CALVIN C.- ELEMENTARY,168,168,2015
SANTA MARIA-BONITA,6109268,SANTA BARBARA,PUBLIC,ONTIVEROS -JUAN PACIFICO- ELEMENTARY,171,171,2015
SANTA MARIA-BONITA,6046056,SANTA BARBARA,PUBLIC,RICE -WILLIAM- ELEMENTARY,171,171,2015
SANTA MARIA-BONITA,0131623,SANTA BARBARA,PUBLIC,ROBERTO AND DR. FRANCISCO JIMENEZ ELEMENTARY SCHOOL,171,168,2015
SANTA MARIA-BONITA,0102848,SANTA BARBARA,PUBLIC,SANCHEZ -DAVID J.- ELEMENTARY,149,147,2015
SANTA MARIA-BONITA,6119812,SANTA BARBARA,PUBLIC,TAYLOR -IDA REDMOND- ELEMENTARY,167,167,2015
SANTA MARIA-BONITA,6046023,SANTA BARBARA,PUBLIC,TUNNELL -MARTIN LUTHER- ELEMENTARY,120,120,2015
SOLVANG ELEMENTARY,6046072,SANTA BARBARA,PUBLIC,SOLVANG ELEMENTARY,56,47,2015
VISTA DEL MAR UNION,6046080,SANTA BARBARA,PUBLIC,VISTA DE LAS CRUCES,16,16,2015
,6140503,SANTA BARBARA,PRIVATE,BROCK CAMPBELL,,,2015
,6979009,SANTA BARBARA,PRIVATE,CRANE COUNTRY DAY SCHOOL,21,19,2015
,7079544,SANTA BARBARA,PRIVATE,EL MONTECITO SCHOOL,17,16,2015
,6965628,SANTA BARBARA,PRIVATE,LA PURISIMA CONCEPCION ELEMENTARY,13,13,2015
,6940290,SANTA BARBARA,PRIVATE,LAGUNA BLANCA SCHOOL,23,20,2015
,6965644,SANTA BARBARA,PRIVATE,MARYMOUNT OF SANTA BARBARA,18,18,2015
,6991111,SANTA BARBARA,PRIVATE,MONTESSORI CENTER SCHOOL,30,25,2015
,6993836,SANTA BARBARA,PRIVATE,NOTRE DAME,29,29,2015
,6965669,SANTA BARBARA,PRIVATE,OUR LADY OF MT. CARMEL ELEMENTARY,20,20,2015
,6905335,SANTA BARBARA,PRIVATE,PACIFIC CHRISTIAN,49,43,2015
,6137533,SANTA BARBARA,PRIVATE,PROVIDENCE - A SANTA BARBARA CHRISTIAN SCHOOL,20,17,2015
,6915789,SANTA BARBARA,PRIVATE,SANTA YNEZ VALLEY CHRISTIAN ACADEMY,11,6,2015
,6965693,SANTA BARBARA,PRIVATE,ST. LOUIS DE MONTFORT ELEMENTARY,26,26,2015
,6965701,SANTA BARBARA,PRIVATE,ST. MARY OF THE ASSUMPTION SCHOOL,30,30,2015
,6965719,SANTA BARBARA,PRIVATE,ST. RAPHAEL ELEMENTARY,39,33,2015
,6147755,SANTA BARBARA,PRIVATE,STONE FAMILY SCHOOL,,,2015
,7063357,SANTA BARBARA,PRIVATE,THE SANTA YNEZ VALLEY FAMILY SCHOOL,10,8,2015
,6932289,SANTA BARBARA,PRIVATE,VALLEY CHRISTIAN ACADEMY,53,50,2015
,6938518,SANTA BARBARA,PRIVATE,"WALDORF SCHOOL OF SANTA BARBARA, THE",12,3,2015
ALUM ROCK UNION ELEMENTARY,6046114,SANTA CLARA,PUBLIC,A. J. DORSA ELEMENTARY,91,87,2015
ALUM ROCK UNION ELEMENTARY,0108167,SANTA CLARA,PUBLIC,ADELANTE DUAL LANGUAGE ACADEMY,80,78,2015
ALUM ROCK UNION ELEMENTARY,6046247,SANTA CLARA,PUBLIC,APTITUD COMMUNITY ACADEMY AT GOSS,77,73,2015
ALUM ROCK UNION ELEMENTARY,6046122,SANTA CLARA,PUBLIC,BEN PAINTER ELEMENTARY,72,70,2015
ALUM ROCK UNION ELEMENTARY,6046239,SANTA CLARA,PUBLIC,CESAR CHAVEZ ELEMENTARY,86,81,2015
ALUM ROCK UNION ELEMENTARY,6046130,SANTA CLARA,PUBLIC,CLYDE ARBUCKLE ELEMENTARY,70,63,2015
ALUM ROCK UNION ELEMENTARY,6046155,SANTA CLARA,PUBLIC,DONALD J. MEYER ELEMENTARY,107,104,2015
ALUM ROCK UNION ELEMENTARY,6046189,SANTA CLARA,PUBLIC,HORACE CURETON ELEMENTARY,84,79,2015
ALUM ROCK UNION ELEMENTARY,0107748,SANTA CLARA,PUBLIC,LEARNING IN AN URBAN COMMUNITY WITH HIGH ACHIEVEMENT -L.U.C.H.A.-,46,44,2015
ALUM ROCK UNION ELEMENTARY,6046213,SANTA CLARA,PUBLIC,LINDA VISTA ELEMENTARY,136,136,2015
ALUM ROCK UNION ELEMENTARY,6046221,SANTA CLARA,PUBLIC,LYNDALE ELEMENTARY,86,80,2015
ALUM ROCK UNION ELEMENTARY,6046254,SANTA CLARA,PUBLIC,MILLARD MCCOLLAM ELEMENTARY,77,75,2015
ALUM ROCK UNION ELEMENTARY,6046270,SANTA CLARA,PUBLIC,O. S. HUBBARD ELEMENTARY,98,97,2015
ALUM ROCK UNION ELEMENTARY,0114900,SANTA CLARA,PUBLIC,RUSSO MCENTEE ACADEMY,106,104,2015
ALUM ROCK UNION ELEMENTARY,6046304,SANTA CLARA,PUBLIC,SAN ANTONIO ELEMENTARY,67,66,2015
ALUM ROCK UNION ELEMENTARY,6046312,SANTA CLARA,PUBLIC,SYLVIA CASSELL ELEMENTARY,87,81,2015
ALUM ROCK UNION ELEMENTARY,6046320,SANTA CLARA,PUBLIC,THOMAS P. RYAN ELEMENTARY,87,87,2015
BERRYESSA UNION ELEMENTARY,6095335,SANTA CLARA,PUBLIC,BROOKTREE ELEMENTARY,71,69,2015
BERRYESSA UNION ELEMENTARY,6089288,SANTA CLARA,PUBLIC,CHERRYWOOD ELEMENTARY,52,50,2015
BERRYESSA UNION ELEMENTARY,6046361,SANTA CLARA,PUBLIC,LANEVIEW ELEMENTARY,51,46,2015
BERRYESSA UNION ELEMENTARY,6095343,SANTA CLARA,PUBLIC,MAJESTIC WAY ELEMENTARY,78,78,2015
BERRYESSA UNION ELEMENTARY,6046379,SANTA CLARA,PUBLIC,NOBLE ELEMENTARY,75,73,2015
BERRYESSA UNION ELEMENTARY,6046387,SANTA CLARA,PUBLIC,NORTHWOOD ELEMENTARY,79,77,2015
BERRYESSA UNION ELEMENTARY,6067177,SANTA CLARA,PUBLIC,RUSKIN ELEMENTARY,85,82,2015
BERRYESSA UNION ELEMENTARY,6095350,SANTA CLARA,PUBLIC,SUMMERDALE ELEMENTARY,73,71,2015
BERRYESSA UNION ELEMENTARY,6046403,SANTA CLARA,PUBLIC,TOYON ELEMENTARY,50,47,2015
BERRYESSA UNION ELEMENTARY,6093041,SANTA CLARA,PUBLIC,VINCI PARK ELEMENTARY,99,93,2015
CAMBRIAN,6046411,SANTA CLARA,PUBLIC,BAGBY ELEMENTARY,88,83,2015
CAMBRIAN,6046445,SANTA CLARA,PUBLIC,FAMMATRE ELEMENTARY,155,150,2015
CAMBRIAN,6046452,SANTA CLARA,PUBLIC,FARNHAM CHARTER,91,90,2015
CAMBRIAN,6046494,SANTA CLARA,PUBLIC,SARTORETTE CHARTER,77,75,2015
CAMPBELL UNION,6046510,SANTA CLARA,PUBLIC,BLACKFORD ELEMENTARY,117,110,2015
CAMPBELL UNION,6046536,SANTA CLARA,PUBLIC,CAPRI ELEMENTARY,155,144,2015
CAMPBELL UNION,6046544,SANTA CLARA,PUBLIC,CASTLEMONT ELEMENTARY,134,128,2015
CAMPBELL UNION,6046577,SANTA CLARA,PUBLIC,FOREST HILL ELEMENTARY,123,119,2015
CAMPBELL UNION,6046601,SANTA CLARA,PUBLIC,LYNHAVEN ELEMENTARY,147,139,2015
CAMPBELL UNION,6046619,SANTA CLARA,PUBLIC,MARSHALL LANE ELEMENTARY,105,96,2015
CAMPBELL UNION,6046676,SANTA CLARA,PUBLIC,ROSEMARY ELEMENTARY,117,113,2015
CAMPBELL UNION,6046692,SANTA CLARA,PUBLIC,SHERMAN OAKS ELEMENTARY,112,109,2015
CAMPBELL UNION,0106005,SANTA CLARA,PUBLIC,VILLAGE,48,48,2015
CUPERTINO UNION,6046940,SANTA CLARA,PUBLIC,ABRAHAM LINCOLN ELEMENTARY,94,93,2015
CUPERTINO UNION,6067185,SANTA CLARA,PUBLIC,BLUE HILLS ELEMENTARY,43,41,2015
CUPERTINO UNION,6046718,SANTA CLARA,PUBLIC,C. B. EATON ELEMENTARY,73,68,2015
CUPERTINO UNION,6046742,SANTA CLARA,PUBLIC,CHESTER W. NIMITZ ELEMENTARY,115,110,2015
CUPERTINO UNION,6046932,SANTA CLARA,PUBLIC,CHRISTA MCAULIFFE ELEMENTARY,69,62,2015
CUPERTINO UNION,6046775,SANTA CLARA,PUBLIC,D. J. SEDGWICK ELEMENTARY,93,89,2015
CUPERTINO UNION,6046809,SANTA CLARA,PUBLIC,DWIGHT D. EISENHOWER ELEMENTARY,96,95,2015
CUPERTINO UNION,6046841,SANTA CLARA,PUBLIC,GARDEN GATE ELEMENTARY,95,89,2015
CUPERTINO UNION,6046908,SANTA CLARA,PUBLIC,JOHN MUIR ELEMENTARY,40,40,2015
